,time,[Ac],[C1__Ac],[C1__Glcxt],[C1__O2],[C1__X],[Glcxt],[O2],[X],[dummy],C1__v1,C1__v2,C1__v3,C1__v4,C2__a_uptake,C2__g_uptake,C2__growth,C2__o_uptake,a_uptake,g_uptake,growth,o2_transport,o_uptake,C1__default_max,C1__default_min,C1__default_neg_min,C2__Km,Km,a_rate_uptake,a_uptake_max,dt,g_rate_uptake,g_uptake_max,o_rate_uptake,o_uptake_max,x_rate_growth
0.0,0.0,0.4,0.0,0.0,0.0,0.0,10.8,0.21,0.001,0.0,0.03889820465635709,1.0556163186553793,0.0,0.0,0.001529931381147292,0.009985205818385594,0.0010945145233117364,0.014928909952606633,1.5337562096001602,9.986130374479888,1.0945145233117364,0.0,14.999999999999998,1000.0,0.0,-1000.0,0.001,0.015,1.5337562096001602,1000.0,0.01,9.986130374479888,9.986130374479888,14.999999999999998,15.0,1.0945145233117364
0.05,0.05,0.3999213649050088,0.0,0.0,0.0,0.0,10.799486782342484,0.2093589386701597,0.0010562556437225864,0.0,0.038898230340421086,1.0556162490778065,0.0,0.0,0.0016159989304824352,0.010546929257829692,0.0011560870960215914,0.01576851656022565,1.5337572223228033,9.98612971627605,1.0945144794182275,0.004807959973802192,14.999999999999998,1000.0,0.0,-1000.0,0.001,0.015,1.5337572223228033,1000.0,0.01,9.98612971627605,9.98612971627605,14.999999999999998,15.0,1.0945144794182275
0.1,0.1,0.3998383050959803,0.0,0.0,0.0,0.0,10.7989446865901,0.2088822262049971,0.001115676721676819,0.0,0.03889825747234177,1.0556161755780213,0.0,0.0,0.001706909423964713,0.01114026008198967,0.0012211242744935911,0.016655414912646726,1.533758292134436,9.986129020968082,1.0945144330503631,0.00838330346252164,14.999999999999998,1000.0,0.0,-1000.0,0.001,0.015,1.533758292134436,1000.0,0.01,9.986129020968082,9.986129020968082,14.999999999999998,15.0,1.0945144330503631
0.15000000000000002,0.15000000000000002,0.39975057212665577,0.0,0.0,0.0,0.0,10.79837209126139,0.20851656432438184,0.001178440970619491,0.0,0.038898286133722135,1.0556160979349631,0.0,0.0,0.0018029347928815974,0.01176697301184135,0.001289820593118896,0.01759224598148424,1.5337594222526638,9.986128286464753,1.0945143840686853,0.011125767567136124,14.999999999999998,1000.0,0.0,-1000.0,0.001,0.015,1.5337594222526638,1000.0,0.01,9.986128286464753,9.986128286464753,14.999999999999998,15.0,1.0945143840686853
0.2,0.2,0.39965790319532285,0.0,0.0,0.0,0.0,10.797767281185733,0.20822507565752077,0.001244736396959052,0.0,0.0388983164109149,1.0556160159147043,0.0,0.0,0.0019043626811444904,0.012428945310826384,0.0013623818264390337,0.018581806909325295,1.5337606160823745,9.986127510553104,1.0945143323256192,0.01331193256859417,15.000000000000002,1000.0,0.0,-1000.0,0.001,0.015,1.5337606160823745,1000.0,0.01,9.986127510553104,9.986127510553104,15.000000000000002,15.0,1.0945143323256192
0.25,0.25,0.39956002071940594,0.0,0.0,0.0,0.0,10.797128444727255,0.20798229267441654,0.001314761581053911,0.0,0.038898348395169535,1.0556159292700518,0.0,0.0,0.0020114969109317413,0.013128159823083801,0.0014390253221892057,0.019627054841472823,1.5337618772215347,9.986126690894691,1.0945142776652212,0.015132804941875924,15.000000000000002,1000.0,0.0,-1000.0,0.001,0.015,1.5337618772215347,1000.0,0.01,9.986126690894691,9.986126690894691,15.000000000000002,15.0,1.0945142776652212
0.30000000000000004,0.30000000000000004,0.3994566314863587,0.0,0.0,0.0,0.0,10.796453668243478,0.2077705850600601,0.001388726284629028,0.0,0.0388983821829172,1.0556158377397755,0.0,0.0,0.0021246584120931233,0.013866711038346788,0.00151998066610688,0.020731115393673578,1.5337632094724252,9.986125825018277,1.0945142199226927,0.016720612049549166,15.000000000000002,1000.0,0.0,-1000.0,0.001,0.015,1.5337632094724252,1000.0,0.01,9.986125825018277,9.986125825018277,15.000000000000002,15.0,1.0945142199226927
0.35000000000000003,0.35000000000000003,0.3993474257617751,0.0,0.0,0.0,0.0,10.795740930264753,0.20757770281754712,0.0014668520887940767,0.0,0.0388984178760725,1.0556157410477913,0.0,0.0,0.002244186198383866,0.014646811462369052,0.0016054903802321617,0.02189729171804213,1.5337646168535386,9.986124910312107,1.0945141589238638,0.01816722886839657,15.000000000000002,1000.0,0.0,-1000.0,0.001,0.015,1.5337646168535386,1000.0,0.01,9.986124910312107,9.986124910312107,15.000000000000002,15.0,1.0945141589238638
0.4,0.4,0.3992320763614771,0.0,0.0,0.0,0.0,10.79498809543865,0.2073950865447989,0.0015493730578287695,0.0,0.03889845558234636,1.0556156389023126,0.0,0.0,0.0023704383831329263,0.015470798244604607,0.0016958106494083828,0.023129074064049508,1.5337661036119168,9.986123944015878,1.094514094484659,0.01953685091400814,15.000000000000002,1000.0,0.0,-1000.0,0.001,0.015,1.5337661036119168,1000.0,0.01,9.986123944015878,9.986123944015878,15.000000000000002,15.0,1.094514094484659
0.45,0.45,0.3991102376776526,0.0,0.0,0.0,0.0,10.794192908174503,0.2072167051900861,0.0016365364358341072,0.0,0.03889849541557646,1.0556155309949555,0.0,0.0,0.0025037932452075962,0.016341140134019088,0.0017912120837523299,0.02443014991382284,1.5337676742361799,9.98612292321228,1.094514026410532,0.02087471107435429,15.000000000000002,1000.0,0.0,-1000.0,0.001,0.015,1.5337676742361799,1000.0,0.01,9.98612292321228,9.98612292321228,15.000000000000002,15.0,1.094514026410532
