time,a_rate_uptake,x_rate_growth,Km,dt,g_rate_uptake,g_uptake_max,o_rate_uptake,o_uptake_max,a_uptake_max,g_uptake_min,o_uptake_min,a_uptake_min,X_min,X_max,Cell,O2,Ac,Glcxt,dummy,X,growth,g_uptake,o_uptake,a_uptake,o2_transport,C3__max_ac,C3__max_glcxt,C3__max_o2,C3__dt,C3__Km,C3__X_min,C3__min_o2,C3__min_ac,C3__min_glxct,C3__X_max,C3__max_X,C3__rateOfX,C3__Glcxt,C3__Ac,C3__O2,C3__X,C2__rateOfX,C2__rateOfAc,C2__rateOfGlcxt,C2__rateOfO2,C2__Km,C2__Glcxt,C2__O2,C2__Ac,C2__X,C2__o_uptake,C2__g_uptake,C2__a_uptake,C2__growth,C1__a_uptake_max,C1__default_min,C1__default_max,C1__g_uptake_max,C1__o_uptake_max,C1__default_neg_min,C1__o_uptake_min,C1__g_uptake_min,C1__a_uptake_min,C1__X_min,C1__X_max,C1__Glcxt,C1__O2,C1__Ac,C1__X,C1__v1,C1__o_uptake,C1__growth,C1__v3,C1__v2,C1__g_uptake,C1__a_uptake,C1__v4
3.86,1.535026873,1.09445945,0.015,0.01,9.985304526,9.98529474572815,15.0,15.0,385.3112999723965,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.09069160828526734,0.305567480692317,10.185435655651172,0.0,0.06835945931679895,1.09445945,9.985304526,15.0,1.535026873,0.0,385.3112999723965,9.98529474572815,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.07930405381679895,1.09445945,10.185435655651172,0.305567480692317,0.09069160828526734,0.06835945931679895,1.09445945,1.535026873,9.985304526,15.0,0.001,10.185435655651172,0.09069160828526734,0.305567480692317,0.06835945931679895,0.0,0.0,0.0,0.0,385.3112999723965,0.0,1000.0,9.98529474572815,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038930431,15.0,1.09445945,1.0E-9,1.055529018,9.985304526,1.535026873,0.0
3.87,1.535041921,1.094458798,0.015,0.01,9.985294746,9.985284844606543,15.0,15.0,380.37266913925845,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.08937864726774968,0.3045123709964765,10.178572272209848,0.0,0.06911173459584503,1.094458798,9.985294746,15.0,1.535041921,0.0,380.37266913925845,9.985284844606543,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.08005632257584504,1.094458798,10.178572272209848,0.3045123709964765,0.08937864726774968,0.06911173459584503,1.094458798,1.535041921,9.985294746,15.0,0.001,10.178572272209848,0.08937864726774968,0.3045123709964765,0.06911173459584503,0.0,0.0,0.0,0.0,380.37266913925845,0.0,1000.0,9.985284844606543,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038930812,15.0,1.094458798,1.0E-9,1.055527985,9.985294746,1.535041921,0.0
3.88,1.535057155,1.094458138,0.015,0.01,9.985284844,9.985274820972975,15.0,15.0,375.4731431298691,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.0880512381259846,0.3034456395531563,10.171633366203054,0.0,0.06987228797680514,1.094458138,9.985284844,15.0,1.535057155,0.0,375.4731431298691,9.985274820972975,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.08081686935680514,1.094458138,10.171633366203054,0.3034456395531563,0.0880512381259846,0.06987228797680514,1.094458138,1.535057155,9.985284844,15.0,0.001,10.171633366203054,0.0880512381259846,0.3034456395531563,0.06987228797680514,0.0,0.0,0.0,0.0,375.4731431298691,0.0,1000.0,9.985274820972975,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038931199,15.0,1.094458138,1.0E-9,1.055526938,9.985284844,1.535057155,0.0
3.89,1.535072578,1.094457469,0.015,0.01,9.985274821,9.985264673151072,15.0,15.0,370.61254895030703,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.0867092218860024,0.302367158226445,10.164618106735283,0.0,0.07064121054119232,1.094457469,9.985274821,15.0,1.535072578,0.0,370.61254895030703,9.985264673151072,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.08158578523119232,1.094457469,10.164618106735283,0.302367158226445,0.0867092218860024,0.07064121054119232,1.094457469,1.535072578,9.985274821,15.0,0.001,10.164618106735283,0.0867092218860024,0.302367158226445,0.07064121054119232,0.0,0.0,0.0,0.0,370.61254895030703,0.0,1000.0,9.985264673151072,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.03893159,15.0,1.094457469,1.0E-9,1.055525878,9.985274821,1.535072578,0.0
3.9,1.535088191,1.094456792,0.015,0.01,9.985264673,9.98525439943773,15.0,15.0,365.7907116208598,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.08535243782505095,0.3012767974656703,10.157525653774456,0.0,0.07141859437318097,1.094456792,9.985264673,15.0,1.535088191,0.0,365.7907116208598,9.98525439943773,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.08236316229318097,1.094456792,10.157525653774456,0.3012767974656703,0.08535243782505095,0.07141859437318097,1.094456792,1.535088191,9.985264673,15.0,0.001,10.157525653774456,0.08535243782505095,0.3012767974656703,0.07141859437318097,0.0,0.0,0.0,0.0,365.7907116208598,0.0,1000.0,9.98525439943773,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038931986,15.0,1.094456792,1.0E-9,1.055524806,9.985264673,1.535088191,0.0
3.91,1.535103998,1.094456107,0.015,0.01,9.985254399,9.985243998102593,15.0,15.0,361.0074543775808,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.08398072345230384,0.3001744262875901,10.150355158049347,0.0,0.07220453256994326,1.094456107,9.985254399,15.0,1.535103998,0.0,361.0074543775808,9.985243998102593,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.08314909363994326,1.094456107,10.150355158049347,0.3001744262875901,0.08398072345230384,0.07220453256994326,1.094456107,1.535103998,9.985254399,15.0,0.001,10.150355158049347,0.08398072345230384,0.3001744262875901,0.07220453256994326,0.0,0.0,0.0,0.0,361.0074543775808,0.0,1000.0,9.985243998102593,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038932387,15.0,1.094456107,1.0E-9,1.05552372,9.985254399,1.535103998,0.0
3.92,1.535120002,1.094455414,0.015,0.01,9.985243998,9.985233467387525,15.0,15.0,356.26259868547396,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.08259391448941053,0.2990599122612006,10.143105760948018,0.0,0.07299911925279004,1.094455414,9.985243998,15.0,1.535120002,0.0,356.26259868547396,9.985233467387525,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.08394367339279005,1.094455414,10.143105760948018,0.2990599122612006,0.08259391448941053,0.07299911925279004,1.094455414,1.535120002,9.985243998,15.0,0.001,10.143105760948018,0.08259391448941053,0.2990599122612006,0.07299911925279004,0.0,0.0,0.0,0.0,356.26259868547396,0.0,1000.0,9.985233467387525,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038932792,15.0,1.094455414,1.0E-9,1.05552262,9.985243998,1.535120002,0.0
3.93,1.535136205,1.094454711,0.015,0.01,9.985233467,9.985222805506083,15.0,15.0,351.5559643876632,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.08119184485094,0.297933121492418,10.135776594416665,0.0,0.0738024495769585,1.094454711,9.985233467,15.0,1.535136205,0.0,351.5559643876632,9.985222805506083,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.08474699668695851,1.094454711,10.135776594416665,0.297933121492418,0.08119184485094,0.0738024495769585,1.094454711,1.535136205,9.985233467,15.0,0.001,10.135776594416665,0.08119184485094,0.297933121492418,0.0738024495769585,0.0,0.0,0.0,0.0,351.5559643876632,0.0,1000.0,9.985222805506083,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038933203,15.0,1.094454711,1.0E-9,1.055521507,9.985233467,1.535136205,0.0
3.94,1.535152609,1.094454,0.015,0.01,9.985222805,9.985212010642943,15.0,15.0,346.88736949883514,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.07977434662449533,0.29679391860786847,10.128366780854392,0.0,0.07461461974590279,1.094454,9.985222805,15.0,1.535152609,0.0,346.88736949883514,9.985212010642943,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.0855591597459028,1.094454,10.128366780854392,0.29679391860786847,0.07977434662449533,0.07461461974590279,1.094454,1.535152609,9.985222805,15.0,0.001,10.128366780854392,0.07977434662449533,0.29679391860786847,0.07461461974590279,0.0,0.0,0.0,0.0,346.88736949883514,0.0,1000.0,9.985212010642943,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038933619,15.0,1.094454,1.0E-9,1.05552038,9.985222805,1.535152609,0.0
3.95,1.535169219,1.094453281,0.015,0.01,9.98521201,9.985201080953352,15.0,15.0,342.25663052340184,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.07834125005050592,0.2956421667362351,10.120875433008932,0.0,0.07543572702137835,1.094453281,9.98521201,15.0,1.535169219,0.0,342.25663052340184,9.985201080953352,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.08638025983137836,1.094453281,10.120875433008932,0.2956421667362351,0.07834125005050592,0.07543572702137835,1.094453281,1.535169219,9.98521201,15.0,0.001,10.120875433008932,0.07834125005050592,0.2956421667362351,0.07543572702137835,0.0,0.0,0.0,0.0,342.25663052340184,0.0,1000.0,9.985201080953352,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038934041,15.0,1.094453281,1.0E-9,1.055519239,9.98521201,1.535169219,0.0
3.96,1.535186035,1.094452552,0.015,0.01,9.985201081,9.98519001456254,15.0,15.0,337.66356251364925,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.07689238350202106,0.2944777274953903,10.113301653869883,0.0,0.0762658697335556,1.094452552,9.985201081,15.0,1.535186035,0.0,337.66356251364925,9.98519001456254,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.0872103952535556,1.094452552,10.113301653869883,0.2944777274953903,0.07689238350202106,0.0762658697335556,1.094452552,1.535186035,9.985201081,15.0,0.001,10.113301653869883,0.07689238350202106,0.2944777274953903,0.0762658697335556,0.0,0.0,0.0,0.0,337.66356251364925,0.0,1000.0,9.98519001456254,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038934467,15.0,1.094452552,1.0E-9,1.055518083,9.985201081,1.535186035,0.0
3.97,1.535203062,1.094451814,0.015,0.01,9.985190014,9.985178809565133,15.0,15.0,333.1079789148553,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.07542757346421824,0.29330046097187523,10.105644536563782,0.0,0.07710514729501644,1.094451814,9.985190014,15.0,1.535203062,0.0,333.1079789148553,9.985178809565133,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.08804966543501644,1.094451814,10.105644536563782,0.29330046097187523,0.07542757346421824,0.07710514729501644,1.094451814,1.535203062,9.985190014,15.0,0.001,10.105644536563782,0.07542757346421824,0.29330046097187523,0.07710514729501644,0.0,0.0,0.0,0.0,333.1079789148553,0.0,1000.0,9.985178809565133,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038934899,15.0,1.094451814,1.0E-9,1.055516914,9.985190014,1.535203062,0.0
3.98,1.535220302,1.094451066,0.015,0.01,9.985178809,9.985167464024537,15.0,15.0,328.58969182799916,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.07394664451363389,0.29211022570618095,10.097903164242654,0.0,0.07795366021113205,1.094451066,9.985178809,15.0,1.535220302,0.0,328.58969182799916,9.985167464024537,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.08889817087113205,1.094451066,10.097903164242654,0.29211022570618095,0.07394664451363389,0.07795366021113205,1.094451066,1.535220302,9.985178809,15.0,0.001,10.097903164242654,0.07394664451363389,0.29211022570618095,0.07795366021113205,0.0,0.0,0.0,0.0,328.58969182799916,0.0,1000.0,9.985167464024537,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038935336,15.0,1.094451066,1.0E-9,1.055515729,9.985178809,1.535220302,0.0
3.99,1.535237759,1.09445031,0.015,0.01,9.985167464,9.985155975972322,15.0,15.0,324.10851186531477,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.07244941929710502,0.29090687867404075,10.09007660997587,0.0,0.0788115100944109,1.09445031,9.985167464,15.0,1.535237759,0.0,324.10851186531477,9.985155975972322,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.0897560131944109,1.09445031,10.09007660997587,0.29090687867404075,0.07244941929710502,0.0788115100944109,1.09445031,1.535237759,9.985167464,15.0,0.001,10.09007660997587,0.07244941929710502,0.29090687867404075,0.0788115100944109,0.0,0.0,0.0,0.0,324.10851186531477,0.0,1000.0,9.985155975972322,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038935779,15.0,1.09445031,1.0E-9,1.05551453,9.985167464,1.535237759,0.0
4.0,1.535255434,1.094449544,0.015,0.01,9.985155976,9.985144343407589,15.0,15.0,319.66424847873503,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.0709357185105453,0.28969027527141405,10.082163936640132,0.0,0.07967879967355572,1.094449544,9.985155976,15.0,1.535255434,0.0,319.66424847873503,9.985144343407589,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.09062329511355571,1.094449544,10.082163936640132,0.28969027527141405,0.0709357185105453,0.07967879967355572,1.094449544,1.535255434,9.985155976,15.0,0.001,10.082163936640132,0.0709357185105453,0.28969027527141405,0.07967879967355572,0.0,0.0,0.0,0.0,319.66424847873503,0.0,1000.0,9.985144343407589,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038936227,15.0,1.094449544,1.0E-9,1.055513315,9.985155976,1.535255434,0.0
4.01,1.535273332,1.094448768,0.015,0.01,9.985144343,9.98513256429631,15.0,15.0,315.25670978095576,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.06940536087759817,0.2884602692938101,10.07416419680675,0.0,0.08055563280728029,1.094448768,9.985144343,15.0,1.535273332,0.0,315.25670978095576,9.98513256429631,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.09150012048728029,1.094448768,10.07416419680675,0.2884602692938101,0.06940536087759817,0.08055563280728029,1.094448768,1.535273332,9.985144343,15.0,0.001,10.07416419680675,0.06940536087759817,0.2884602692938101,0.08055563280728029,0.0,0.0,0.0,0.0,315.25670978095576,0.0,1000.0,9.98513256429631,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038936681,15.0,1.094448768,1.0E-9,1.055512086,9.985144343,1.535273332,0.0
4.02,1.535291456,1.094447982,0.015,0.01,9.985132564,9.985120636570661,15.0,15.0,310.8857026760879,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.06785816312793792,0.28721671292009004,10.066076432627593,0.0,0.08144211449673557,1.094447982,9.985132564,15.0,1.535291456,0.0,310.8857026760879,9.985120636570661,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.09238659431673557,1.094447982,10.066076432627593,0.28721671292009004,0.06785816312793792,0.08144211449673557,1.094447982,1.535291456,9.985132564,15.0,0.001,10.066076432627593,0.06785816312793792,0.28721671292009004,0.08144211449673557,0.0,0.0,0.0,0.0,310.8857026760879,0.0,1000.0,9.985120636570661,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038937141,15.0,1.094447982,1.0E-9,1.055510841,9.985132564,1.535291456,0.0
4.03,1.535309808,1.094447187,0.015,0.01,9.985120636,9.985108558128347,15.0,15.0,306.551032877493,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.06629393997527207,0.2859594566953327,10.057899675722146,0.0,0.08233835089889625,1.094447187,9.985120636,15.0,1.535309808,0.0,306.551032877493,9.985108558128347,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.09328282276889625,1.094447187,10.057899675722146,0.2859594566953327,0.06629393997527207,0.08233835089889625,1.094447187,1.535309808,9.985120636,15.0,0.001,10.057899675722146,0.06629393997527207,0.2859594566953327,0.08233835089889625,0.0,0.0,0.0,0.0,306.551032877493,0.0,1000.0,9.985108558128347,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038937606,15.0,1.094447187,1.0E-9,1.05550958,9.985120636,1.535309808,0.0
4.04,1.535328392,1.094446382,0.015,0.01,9.985108558,9.985096326831886,15.0,15.0,302.25250506351017,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.06471250409516727,0.28468834951106736,10.049632947060136,0.0,0.08324444933764209,1.094446382,9.985108558,15.0,1.535328392,0.0,302.25250506351017,9.985096326831886,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.09418891315764209,1.094446382,10.049632947060136,0.28468834951106736,0.06471250409516727,0.08324444933764209,1.094446382,1.535328392,9.985108558,15.0,0.001,10.049632947060136,0.06471250409516727,0.28468834951106736,0.08324444933764209,0.0,0.0,0.0,0.0,302.25250506351017,0.0,1000.0,9.985096326831886,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038938077,15.0,1.094446382,1.0E-9,1.055508303,9.985108558,1.535328392,0.0
4.05,1.535347211,1.094445566,0.015,0.01,9.985096327,9.985083940507904,15.0,15.0,297.98992285892905,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.0631136661027504,0.2834032385877379,10.041275256846228,0.0,0.08416051831655404,1.094445566,9.985096327,15.0,1.535347211,0.0,297.98992285892905,9.985083940507904,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.09510497397655404,1.094445566,10.041275256846228,0.2834032385877379,0.0631136661027504,0.08416051831655404,1.094445566,1.535347211,9.985096327,15.0,0.001,10.041275256846228,0.0631136661027504,0.2834032385877379,0.08416051831655404,0.0,0.0,0.0,0.0,297.98992285892905,0.0,1000.0,9.985083940507904,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038938555,15.0,1.094445566,1.0E-9,1.05550701,9.985096327,1.535347211,0.0
4.06,1.535366269,1.09444474,0.015,0.01,9.98508394,9.98507139694639,15.0,15.0,293.76308881814424,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.061497234530038324,0.2821039694553025,10.032825604401754,0.0,0.08508666753355129,1.09444474,9.98508394,15.0,1.535366269,0.0,293.76308881814424,9.98507139694639,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.09603111493355129,1.09444474,10.032825604401754,0.2821039694553025,0.061497234530038324,0.08508666753355129,1.09444474,1.535366269,9.98508394,15.0,0.001,10.032825604401754,0.061497234530038324,0.2821039694553025,0.08508666753355129,0.0,0.0,0.0,0.0,293.76308881814424,0.0,1000.0,9.98507139694639,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038939038,15.0,1.09444474,1.0E-9,1.055505701,9.98508394,1.535366269,0.0
4.07,1.535385569,1.094443903,0.015,0.01,9.985071397,9.985058693899946,15.0,15.0,289.5718046079611,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.0598630158030221,0.2807903859352905,10.024282978042576,0.0,0.08602300789234127,1.094443903,9.985071397,15.0,1.535385569,0.0,289.5718046079611,9.985058693899946,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.09696744692234127,1.094443903,10.024282978042576,0.2807903859352905,0.0598630158030221,0.08602300789234127,1.094443903,1.535385569,9.985071397,15.0,0.001,10.024282978042576,0.0598630158030221,0.2807903859352905,0.08602300789234127,0.0,0.0,0.0,0.0,289.5718046079611,0.0,1000.0,9.985058693899946,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038939528,15.0,1.094443903,1.0E-9,1.055504375,9.985071397,1.535385569,0.0
4.08,1.535405114,1.094443056,0.015,0.01,9.985058694,9.985045829083008,15.0,15.0,285.41587092750945,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.05821081421849684,0.2794623301218316,10.015646354961552,0.0,0.08696965151738037,1.094443056,9.985058694,15.0,1.535405114,0.0,285.41587092750945,9.985045829083008,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.09791408207738037,1.094443056,10.015646354961552,0.2794623301218316,0.05821081421849684,0.08696965151738037,1.094443056,1.535405114,9.985058694,15.0,0.001,10.015646354961552,0.05821081421849684,0.2794623301218316,0.08696965151738037,0.0,0.0,0.0,0.0,285.41587092750945,0.0,1000.0,9.985045829083008,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038940023,15.0,1.094443056,1.0E-9,1.055503032,9.985058694,1.535405114,0.0
4.09,1.535424908,1.094442198,0.015,0.01,9.985045829,9.985032800171062,15.0,15.0,281.29508768178647,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.05654043192064053,0.2781196423615977,10.006914701104616,0.0,0.08792671176557719,1.094442198,9.985045829,15.0,1.535424908,0.0,281.29508768178647,9.985032800171062,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.09887113374557718,1.094442198,10.006914701104616,0.2781196423615977,0.05654043192064053,0.08792671176557719,1.094442198,1.535424908,9.985045829,15.0,0.001,10.006914701104616,0.05654043192064053,0.2781196423615977,0.08792671176557719,0.0,0.0,0.0,0.0,281.29508768178647,0.0,1000.0,9.985032800171062,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038940525,15.0,1.094442198,1.0E-9,1.055501672,9.985045829,1.535424908,0.0
4.1,1.535444955,1.09444133,0.015,0.01,9.9850328,9.985019604799826,15.0,15.0,277.20925390611717,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.054851668877333185,0.27676216123436775,9.998086971047194,0.0,0.08889430324158386,1.09444133,9.9850328,15.0,1.535444955,0.0,277.20925390611717,9.985019604799826,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.09983871654158386,1.09444133,9.998086971047194,0.27676216123436775,0.054851668877333185,0.08889430324158386,1.09444133,1.535444955,9.9850328,15.0,0.001,9.998086971047194,0.054851668877333185,0.27676216123436775,0.08889430324158386,0.0,0.0,0.0,0.0,277.20925390611717,0.0,1000.0,9.985019604799826,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038941034,15.0,1.09444133,1.0E-9,1.055500295,9.9850328,1.535444955,0.0
4.11,1.535465257,1.09444045,0.015,0.01,9.985019605,9.985006240564413,15.0,15.0,273.1581679646346,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.053144322856284974,0.2753897235351686,9.989162107869292,0.0,0.08987254180885902,1.09444045,9.985019605,15.0,1.535465257,0.0,273.1581679646346,9.985006240564413,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.10081694630885903,1.09444045,9.989162107869292,0.2753897235351686,0.053144322856284974,0.08987254180885902,1.09444045,1.535465257,9.985019605,15.0,0.001,9.989162107869292,0.053144322856284974,0.2753897235351686,0.08987254180885902,0.0,0.0,0.0,0.0,273.1581679646346,0.0,1000.0,9.985006240564413,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038941549,15.0,1.09444045,1.0E-9,1.0554989,9.985019605,1.535465257,0.0
4.12,1.53548582,1.094439558,0.015,0.01,9.98500624,9.984992705018486,15.0,15.0,269.1416274456096,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.05141818940096147,0.2740021642508801,9.980139043031096,0.0,0.09086154460524792,1.094439558,9.98500624,15.0,1.53548582,0.0,269.1416274456096,9.984992705018486,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.10180594018524793,1.094439558,9.980139043031096,0.2740021642508801,0.05141818940096147,0.09086154460524792,1.094439558,1.53548582,9.98500624,15.0,0.001,9.980139043031096,0.05141818940096147,0.2740021642508801,0.09086154460524792,0.0,0.0,0.0,0.0,269.1416274456096,0.0,1000.0,9.984992705018486,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.03894207,15.0,1.094439558,1.0E-9,1.055497487,9.98500624,1.53548582,0.0
4.13,1.535506646,1.094438656,0.015,0.01,9.984992705,9.984978995673373,15.0,15.0,265.15942921245835,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.049673061805976665,0.2725993165437016,9.971016696241591,0.0,0.09186143005883202,1.094438656,9.984992705,15.0,1.535506646,0.0,265.15942921245835,9.984978995673373,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.10280581661883202,1.094438656,9.971016696241591,0.2725993165437016,0.049673061805976665,0.09186143005883202,1.094438656,1.535506646,9.984992705,15.0,0.001,9.971016696241591,0.049673061805976665,0.2725993165437016,0.09186143005883202,0.0,0.0,0.0,0.0,265.15942921245835,0.0,1000.0,9.984978995673373,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038942598,15.0,1.094438656,1.0E-9,1.055496056,9.984992705,1.535506646,0.0
4.14,1.535527739,1.094437741,0.015,0.01,9.984978995,9.984965109997173,15.0,15.0,261.211369641184,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.04790873109242831,0.271181011729072,9.96179397533405,0.0,0.09287231789755224,1.094437741,9.984978995,15.0,1.535527739,0.0,261.211369641184,9.984965109997173,15.0,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.10381669530755223,1.094437741,9.96179397533405,0.271181011729072,0.04790873109242831,0.09287231789755224,1.094437741,1.535527739,9.984978995,15.0,0.001,9.96179397533405,0.04790873109242831,0.271181011729072,0.09287231789755224,0.0,0.0,0.0,0.0,261.211369641184,0.0,1000.0,9.984965109997173,15.0,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.038943133,15.0,1.094437741,1.0E-9,1.055494607,9.984978995,1.535527739,0.0
