time,dt,Cell,O2,Ac,Glcxt,dummy,X,C3__max_ac,C3__max_glcxt,C3__max_o2,C3__X_min,C3__min_o2,C3__min_ac,C3__min_glxct,C3__X_max,C3__max_X,C2__rateOfX,C2__rateOfAc,C2__rateOfGlcxt,C2__rateOfO2,C1__Glcxt,C1__O2,C1__Ac,C1__X
2.58,0.01,1.0,0.18060673682603887,0.3777991089036374,10.655467079862758,0.0,0.016841367045776812,1000.0,9.985942508525884,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.027786388465776815,1.094502142,1.534041873,9.985944712,15.0,0.0,0.0,0.0,0.0
2.59,0.01,1.0,0.18028325952068977,0.3775393356920112,10.653776073463543,0.0,0.01702670857723617,1000.0,9.985940280406382,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.02797172852723617,1.094501995,1.534045263,9.985942508,15.0,0.0,0.0,0.0,0.0
2.6,0.01,1.0,0.17995622233822478,0.3772767030542275,10.652066457691975,0.0,0.017214089791770325,1000.0,9.98593802704849,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.028159108251770325,1.094501846,1.534048691,9.98594028,15.0,0.0,0.0,0.0,0.0
2.61,0.01,1.0,0.17962558610297621,0.3770111795091031,10.650338027760506,0.0,0.01740353313562992,1000.0,9.985935748158232,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.02834855009562992,1.094501696,1.534052158,9.985938027,15.0,0.0,0.0,0.0,0.0
2.62,0.01,1.0,0.17929131120817213,0.3767427332286184,10.648590576628274,0.0,0.01759506130189865,1000.0,9.985933443438013,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.02854007674189865,1.094501544,1.534055665,9.985935748,15.0,0.0,0.0,0.0,0.0
2.63,0.01,1.0,0.17895335761119227,0.37647133203444516,10.646823894976137,0.0,0.017788697233557395,1000.0,9.985931112586591,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.028733711143557397,1.094501391,1.534059211,9.985933443,15.0,0.0,0.0,0.0,0.0
2.64,0.01,1.0,0.17861168482878534,0.3761969433937381,10.645037771181613,0.0,0.01798446412570234,1000.0,9.985928755299017,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.02892947647570234,1.094501235,1.534062797,9.985931112,15.0,0.0,0.0,0.0,0.0
2.65,0.01,1.0,0.1782662519322192,0.37591953441522424,10.643231991293534,0.0,0.01818238542903066,1000.0,9.98592637126659,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.02912739620903066,1.094501078,1.534066424,9.985928755,15.0,0.0,0.0,0.0,0.0
2.66,0.01,1.0,0.1779170175423656,0.3756390718454308,10.641406339006599,0.0,0.018382484852117506,1000.0,9.985923960176805,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.029327494042117506,1.094500919,1.534070092,9.985926371,15.0,0.0,0.0,0.0,0.0
2.67,0.01,1.0,0.17756393982475746,0.3753555220645126,10.6395605956353,0.0,0.018584786364431394,1000.0,9.985921521713298,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.029529793944431393,1.094500758,1.534073802,9.98592396,15.0,0.0,0.0,0.0,0.0
2.68,0.01,1.0,0.17720697648456407,0.3750688510823959,10.637694540087725,0.0,0.018789314199392906,1000.0,9.985919055555799,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.029734320159392907,1.094500596,1.534077554,9.985921522,15.0,0.0,0.0,0.0,0.0
2.69,0.01,1.0,0.17684608476153985,0.3747790245347022,10.635807948839464,0.0,0.01899609285671742,1000.0,9.985916561380083,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.029941097166717417,1.094500431,1.534081348,9.985919055,15.0,0.0,0.0,0.0,0.0
2.7,0.01,1.0,0.17648122142490164,0.3744860076782435,10.63390059590609,0.0,0.019205147106096956,1000.0,9.985914038857901,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.030150149756096957,1.094500265,1.534085186,9.985916561,15.0,0.0,0.0,0.0,0.0
2.71,0.01,1.0,0.17611234276813734,0.3741897653874154,10.631972252816656,0.0,0.01941650198960509,1000.0,9.98591148765694,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.030361502959605092,1.094500097,1.534089067,9.985914039,15.0,0.0,0.0,0.0,0.0
2.72,0.01,1.0,0.1757394046037994,0.3738902621496034,10.63002268858655,0.0,0.019630182824685753,1000.0,9.985908907440768,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03057518208468575,1.094499926,1.534092992,9.985911487,15.0,0.0,0.0,0.0,0.0
2.73,0.01,1.0,0.17536236225819699,0.3735874620609128,10.628051669689052,0.0,0.019846215207769923,1000.0,9.985906297868759,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.030791212747769924,1.094499754,1.534096962,9.985908907,15.0,0.0,0.0,0.0,0.0
2.74,0.01,1.0,0.17498117056603132,0.3732813288220499,10.62605896002794,0.0,0.020064625016760936,1000.0,9.98590365859606,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.031009620816760935,1.09449958,1.534100977,9.985906298,15.0,0.0,0.0,0.0,0.0
2.75,0.01,1.0,0.17459578386500085,0.37297182573376675,10.624044320909436,0.0,0.020285438414325736,1000.0,9.985900989273519,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03123043245432574,1.094499404,1.534105038,9.985903658,15.0,0.0,0.0,0.0,0.0
2.76,0.01,1.0,0.174206155990332,0.37265891569265297,10.62200751101282,0.0,0.020508681851028332,1000.0,9.985898289547627,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03145367411102833,1.094499226,1.534109145,9.985900989,15.0,0.0,0.0,0.0,0.0
2.77,0.01,1.0,0.17381224026924988,0.3723425611864775,10.619948286362337,0.0,0.020734382068497613,1000.0,9.985895559060465,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03167937252849761,1.094499046,1.534113299,9.985898289,15.0,0.0,0.0,0.0,0.0
2.78,0.01,1.0,0.1734139895153881,0.3720227242898874,10.617866400297375,0.0,0.02096256610263005,1000.0,9.985892797449631,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.031907554742630045,1.094498864,1.5341175,9.985895559,15.0,0.0,0.0,0.0,0.0
2.79,0.01,1.0,0.1730113560231372,0.371699366659646,10.615761603443548,0.0,0.0211932612868277,1000.0,9.98589000434819,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.0321382480868277,1.09449868,1.534121749,9.985892797,15.0,0.0,0.0,0.0,0.0
2.8,0.01,1.0,0.17260429156193077,0.371372449530023,10.61363364368221,0.0,0.021426495255271714,1000.0,9.985887179384607,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03237148019527171,1.094498494,1.534126047,9.985890004,15.0,0.0,0.0,0.0,0.0
2.81,0.01,1.0,0.17219274737048468,0.37104193370856614,10.611482266120692,0.0,0.021662295946015386,1000.0,9.985884322182681,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.032607278996015385,1.094498305,1.534130393,9.985887179,15.0,0.0,0.0,0.0,0.0
2.82,0.01,1.0,0.17177667415094,0.3707077795705344,10.609307213061566,0.0,0.02190069160497518,1000.0,9.985881432361483,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03284567275497518,1.094498115,1.53413479,9.985884322,15.0,0.0,0.0,0.0,0.0
2.83,0.01,1.0,0.17135602206295952,0.37036994705521586,10.607108223971997,0.0,0.022141710788451813,1000.0,9.985878509535285,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03308669000845181,1.094497922,1.534139236,9.985881432,15.0,0.0,0.0,0.0,0.0
2.84,0.01,1.0,0.17093074071777398,0.3700283956602506,10.604885035452345,0.0,0.02238538236719766,1000.0,9.9858755533135,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03333035963719766,1.094497727,1.534143733,9.985878509,15.0,0.0,0.0,0.0,0.0
2.85,0.01,1.0,0.17050077917213036,0.3696830844371993,10.60263738120461,0.0,0.022631735529660253,1000.0,9.985872563300614,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03357671082966025,1.09449753,1.534148281,9.985875553,15.0,0.0,0.0,0.0,0.0
2.86,0.01,1.0,0.1700660859221908,0.36933397198617424,10.600364992000774,0.0,0.022880799785477902,1000.0,9.98586953909611,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.0338257730954779,1.094497331,1.534152882,9.985872563,15.0,0.0,0.0,0.0,0.0
2.87,0.01,1.0,0.16962660889738088,0.3689810164515426,10.59806759565034,0.0,0.023132604968782635,1000.0,9.9858664802944,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03407757625878263,1.094497129,1.534157535,9.985869539,15.0,0.0,0.0,0.0,0.0
2.88,0.01,1.0,0.16918229545415245,0.36862417551644844,10.595744916967982,0.0,0.023387181242228175,1000.0,9.985863386484757,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.034332150492228174,1.094496925,1.534162241,9.98586648,15.0,0.0,0.0,0.0,0.0
2.89,0.01,1.0,0.16873309236966147,0.36826340639748706,10.59339667774035,0.0,0.02364455910037855,1000.0,9.985860257251245,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03458952629037855,1.094496719,1.534167002,9.985863386,15.0,0.0,0.0,0.0,0.0
2.9,0.01,1.0,0.1682789458354114,0.36789866584050235,10.591022596692762,0.0,0.02390476937312107,1000.0,9.985857092172632,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03484973447312107,1.09449651,1.534171816,9.985860257,15.0,0.0,0.0,0.0,0.0
2.91,0.01,1.0,0.16781980145080772,0.3675299101142144,10.588622389455765,0.0,0.02416784322982891,1000.0,9.985853890822332,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03511280621982891,1.094496299,1.534176686,9.985857092,15.0,0.0,0.0,0.0,0.0
2.92,0.01,1.0,0.16735560421664303,0.3671570950056685,10.586195768530851,0.0,0.024433812182618267,1000.0,9.985850652768315,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03537877303261827,1.094496085,1.534181612,9.985853891,15.0,0.0,0.0,0.0,0.0
2.93,0.01,1.0,0.166886298528491,0.36678017581492667,10.583742443256261,0.0,0.024702708090850085,1000.0,9.98584737757304,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03564766679085009,1.09449587,1.534186594,9.985850653,15.0,0.0,0.0,0.0,0.0
2.94,0.01,1.0,0.16641182817006667,0.36639910734945574,10.5812621197722,0.0,0.02497456316372363,1000.0,9.985844064793366,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03591951967372363,1.094495651,1.534191633,9.985847377,15.0,0.0,0.0,0.0,0.0
2.95,0.01,1.0,0.1659321363065101,0.36601384391869407,10.57875450098492,0.0,0.025249409965355615,1000.0,9.985840713980481,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03619436426535562,1.09449543,1.53419673,9.985844065,15.0,0.0,0.0,0.0,0.0
2.96,0.01,1.0,0.16544716547754276,0.36562433932855265,10.576219286532364,0.0,0.025527281418196667,1000.0,9.985837324679817,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03647223348819667,1.094495207,1.534201886,9.985840714,15.0,0.0,0.0,0.0,0.0
2.97,0.01,1.0,0.16495685759060497,0.3652305468761172,10.57365617274748,0.0,0.02580821080671618,993.7391526267864,9.985833896430968,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.036753160616716185,1.094494981,1.534207101,9.985837324,15.0,0.0,0.0,0.0,0.0
2.98,0.01,1.0,0.16446115391391697,0.36483241934404453,10.571064852621607,0.0,0.026092231781635156,985.0437485338888,9.985830428767601,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03703717930163516,1.094494752,1.534212375,9.985833896,15.0,0.0,0.0,0.0,0.0
2.99,0.01,1.0,0.16395999506942488,0.36442990899410505,10.568445015768209,0.0,0.02637937836421984,976.3871762322283,9.98582692121738,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.037324323574219845,1.094494521,1.534217711,9.985830429,15.0,0.0,0.0,0.0,0.0
3.0,0.01,1.0,0.16345332102569016,0.3640229675624791,10.565796348385993,0.0,0.02666968494983685,967.7696913712492,9.985823373301871,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03761462781983685,1.094494287,1.534223108,9.985826921,15.0,0.0,0.0,0.0,0.0
3.01,0.01,1.0,0.16294107109071884,0.3636115462537082,10.56311853322056,0.0,0.026963186312327456,959.19154236728,9.985819784536453,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.037908126812327456,1.09449405,1.534228566,9.985823373,15.0,0.0,0.0,0.0,0.0
3.02,0.01,1.0,0.1624231839046727,0.3631955957340218,10.560411249526933,0.0,0.027259917608444352,950.652970425118,9.985816154430239,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.038204855718444355,1.094493811,1.534234088,9.985819784,15.0,0.0,0.0,0.0,0.0
3.03,0.01,1.0,0.1618995974325212,0.36277506612620186,10.557674173030888,0.0,0.027559914381525486,942.1542103197947,9.98581248248597,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03850485007152549,1.094493569,1.534239674,9.985816154,15.0,0.0,0.0,0.0,0.0
3.04,0.01,1.0,0.1613702489566318,0.36234990700387326,10.554906975890418,0.0,0.027863212566014293,933.695489640523,9.985808768199933,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03880814580601429,1.094493324,1.534245323,9.985812482,15.0,0.0,0.0,0.0,0.0
3.05,0.01,1.0,0.1608350750692585,0.36192006738434174,10.552109326656206,0.0,0.028169848491762777,925.2770290606488,9.98580501106186,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03911477925176278,1.094493076,1.534251038,9.985808768,15.0,0.0,0.0,0.0,0.0
3.06,0.01,1.0,0.16029401166492666,0.3614854957232835,10.549280890232204,0.0,0.028479858888666963,916.8990421182428,9.985801210554833,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.039424787148666963,1.094492826,1.534256819,9.985805011,15.0,0.0,0.0,0.0,0.0
3.07,0.01,1.0,0.15974699393277764,0.3610461399085587,10.54642132783554,0.0,0.02879328089021703,908.5617361900039,9.985797366155191,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.03973820661021703,1.094492572,1.534262666,9.98580121,15.0,0.0,0.0,0.0,0.0
3.08,0.01,1.0,0.15919395634880532,0.3606019472533755,10.543530296955383,0.0,0.029110152039077283,900.2653108529987,9.985793477332422,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.040055075199077285,1.094492316,1.534268581,9.985797366,15.0,0.0,0.0,0.0,0.0
3.09,0.01,1.0,0.15863483266798853,0.36015286449022904,10.540607451312784,0.0,0.02943051029073051,892.0099595531915,9.985789543549068,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.04037543086073051,1.094492057,1.534274565,9.985793477,15.0,0.0,0.0,0.0,0.0
3.1,0.01,1.0,0.1580695559164005,0.3596988377650888,10.537652440818672,0.0,0.02975439401800741,883.7958689233311,9.985785564260622,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.04069931195800741,1.094491794,1.534280617,9.985789543,15.0,0.0,0.0,0.0,0.0
3.11,0.01,1.0,0.15749805838316494,0.35923981262974614,10.534664911531925,0.0,0.03008184201656774,875.6232181485069,9.985781538915418,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.04102675730656774,1.094491529,1.53428674,9.985785564,15.0,0.0,0.0,0.0,0.0
3.12,0.01,1.0,0.15692027161232558,0.35877573403614166,10.531644505617274,0.0,0.030412893508666487,867.4921803316141,9.985777466954525,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.04135780611866649,1.094491261,1.534292934,9.985781539,15.0,0.0,0.0,0.0,0.0
3.13,0.01,1.0,0.15633612639469308,0.35830654632975967,10.528590861302504,0.0,0.030747588147834223,859.4029218508597,9.985773347811651,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.04169249803783422,1.094490989,1.534299199,9.985777467,15.0,0.0,0.0,0.0,0.0
3.14,0.01,1.0,0.15574555275955493,0.3578321932426354,10.52550361283484,0.0,0.03108596602423051,851.3556019748858,9.98576918091301,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.04203087316423051,1.094490714,1.534305536,9.985773348,15.0,0.0,0.0,0.0,0.0
3.15,0.01,1.0,0.15514847996627323,0.35735261788595696,10.522382390437446,0.0,0.03142806766914698,843.3503735356251,9.985764965677232,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.04237297202914698,1.094490436,1.534311948,9.985769181,15.0,0.0,0.0,0.0,0.0
3.16,0.01,1.0,0.1545448364958128,0.35686776274477233,10.519226820265175,0.0,0.03177393405986098,835.3873827553365,9.985760701515233,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.04271883560986098,1.094490155,1.534318433,9.985764965,15.0,0.0,0.0,0.0,0.0
3.17,0.01,1.0,0.15393455004217657,0.35637756966951195,10.516036524359171,0.0,0.03212360662454244,827.466769281368,9.985756387830103,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.043068505334542435,1.094489871,1.534324994,9.985760701,15.0,0.0,0.0,0.0,0.0
3.18,0.01,1.0,0.15331754750377005,0.3558819798699343,10.512811120602269,0.0,0.03247712724689009,819.5886664233764,9.985752024016989,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.043422023076890096,1.094489583,1.534331631,9.985756388,15.0,0.0,0.0,0.0,0.0
3.19,0.01,1.0,0.152693754974646,0.355380933907412,10.509550222673584,0.0,0.03283453827178571,811.7532006082614,9.985747609462981,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.043779431191785706,1.094489292,1.534338346,9.985752024,15.0,0.0,0.0,0.0,0.0
3.2,0.01,1.0,0.15206309773562943,0.3548743716887518,10.506253440001602,0.0,0.0331958825100506,803.9604920116452,9.985743143546975,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.044140772490050606,1.094488998,1.534345138,9.985747609,15.0,0.0,0.0,0.0,0.0
3.21,0.01,1.0,0.15142550024539478,0.35436223245799237,10.502920377717446,0.0,0.033561203243236346,796.2106545897846,9.985738625639552,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.044506090243236346,1.0944887,1.534352009,9.985743143,15.0,0.0,0.0,0.0,0.0
3.22,0.01,1.0,0.15078088613141805,0.35384445478907717,10.499550636607921,0.0,0.033930544229467896,788.5037955706282,9.985734055102863,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.0448754282194679,1.094488399,1.534358961,9.985738625,15.0,0.0,0.0,0.0,0.0
3.23,0.01,1.0,0.15012917818083146,0.3533209765794701,10.496143813067402,0.0,0.03430394970801552,780.8400162380013,9.985729431290482,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.04524883064801552,1.094488094,1.534365993,9.985734055,15.0,0.0,0.0,0.0,0.0
3.24,0.01,1.0,0.14947029833117584,0.3527917350416753,10.492699499050195,0.0,0.0346814644052672,773.219411257159,9.985724753547286,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.0456263422652672,1.094487786,1.534373107,9.985729431,15.0,0.0,0.0,0.0,0.0
3.25,0.01,1.0,0.148804167661053,0.35225666669601363,10.48921728202102,0.0,0.03506313353940165,765.6420694345146,9.985720021209314,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.04600800827940165,1.094487474,1.534380304,9.985724753,15.0,0.0,0.0,0.0,0.0
3.26,0.01,1.0,0.14813070638069958,0.35171570736263097,10.48569674490563,0.0,0.0354490028261384,758.1080732418744,9.985715233603639,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.0463938744061384,1.094487158,1.534387586,9.985720021,15.0,0.0,0.0,0.0,0.0
3.27,0.01,1.0,0.1474498338224051,0.35116879215482416,10.482137466041582,0.0,0.03583911848456993,750.6174988812395,9.985710390048213,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.04678398687456993,1.094486839,1.534394952,9.985715233,15.0,0.0,0.0,0.0,0.0
3.28,0.01,1.0,0.14676146843085272,0.35061585547017965,10.478539019126696,0.0,0.036233527241990734,743.1704168355366,9.985705489851746,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.04717839240199073,1.094486516,1.534402404,9.98571039,15.0,0.0,0.0,0.0,0.0
3.29,0.01,1.0,0.14606552775337878,0.35005683098266305,10.474900973169117,0.0,0.03663227633983922,735.7668914249996,9.985700532313539,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.047577138229839215,1.094486189,1.534409944,9.98570549,15.0,0.0,0.0,0.0,0.0
3.3,0.01,1.0,0.14536192843009857,0.34949165163535495,10.471222892435375,0.0,0.037035413539354016,728.4069810316455,9.985695516723357,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.04798027211935402,1.094485858,1.534417572,9.985700532,15.0,0.0,0.0,0.0,0.0
3.31,0.01,1.0,0.1446505861838959,0.3489202496320185,10.467504336397472,0.0,0.03744298712766728,721.0907380015083,9.98569044236126,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.04838784236766728,1.094485524,1.534425289,9.985695517,15.0,0.0,0.0,0.0,0.0
3.32,0.01,1.0,0.14393141581033225,0.3483425564289369,10.463744859681636,0.0,0.037855045922849634,713.8182091671498,9.985685308497477,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.048799897782849634,1.094485186,1.534433096,9.985690442,15.0,0.0,0.0,0.0,0.0
3.33,0.01,1.0,0.1432043311674988,0.3477585027262856,10.459944012013558,0.0,0.03827163927973519,706.5894355917189,9.985680114392213,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.04921648770973519,1.094484843,1.534440995,9.985685308,15.0,0.0,0.0,0.0,0.0
3.34,0.01,1.0,0.142469245165671,0.34716801846015377,10.456101338165228,0.0,0.03869281709697059,699.40445219148,9.985674859295527,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.04963766206697059,1.094484497,1.534448987,9.985680114,15.0,0.0,0.0,0.0,0.0
3.35,0.01,1.0,0.14172606975688082,0.3465710327944964,10.452216377900443,0.0,0.03911862982146708,692.2632888279023,9.985669542447148,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.05006347128146708,1.094484146,1.534457072,9.985674859,15.0,0.0,0.0,0.0,0.0
3.36,0.01,1.0,0.14097471592437172,0.34596747411144196,10.448288665919737,0.0,0.03954912845597994,685.1659692077968,9.98566416307632,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.050493966375979936,1.094483792,1.534465253,9.985669542,15.0,0.0,0.0,0.0,0.0
3.37,0.01,1.0,0.14021509367194046,0.3453572700038264,10.444317731804286,0.0,0.039984364563659024,678.1125120874921,9.985658720401629,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.050929198893659024,1.094483433,1.53447353,9.985664163,15.0,0.0,0.0,0.0,0.0
3.38,0.01,1.0,0.1394471120131883,0.34474034726609193,10.440303099960428,0.0,0.040424390275391645,671.1029303544224,9.985653213630835,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.05136922097539164,1.09448307,1.534481904,9.98565872,15.0,0.0,0.0,0.0,0.0
3.39,0.01,1.0,0.13867067896059576,0.3441166318850613,10.436244289561914,0.0,0.04086925829565755,664.1372316470478,9.985647641960698,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.05181408532565755,1.094482703,1.534490377,9.985653213,15.0,0.0,0.0,0.0,0.0
3.4,0.01,1.0,0.1378857015145381,0.34348604903183144,10.432140814492385,0.0,0.04131902190842601,657.2154184145885,9.9856420045768,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.05226384521842602,1.094482331,1.534498949,9.985647642,15.0,0.0,0.0,0.0,0.0
3.41,0.01,1.0,0.1370920856521473,0.3428485230515325,10.42799218328841,0.0,0.041773734984348526,650.3374875882669,9.985636300653367,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.052718554534348525,1.094481955,1.534507623,9.985642004,15.0,0.0,0.0,0.0,0.0
3.42,0.01,1.0,0.13628973631602323,0.3422039774554365,10.423797899079016,0.0,0.042233451986808834,643.5034310426972,9.985630529353076,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.05317826773680884,1.094481575,1.534516399,9.9856363,15.0,0.0,0.0,0.0,0.0
3.43,0.01,1.0,0.1354785574028824,0.34155233491091613,10.419557459527054,0.0,0.04269822797801705,636.7132356547983,9.985624689826874,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.05364303987801705,1.09448119,1.534525279,9.985630529,15.0,0.0,0.0,0.0,0.0
3.44,0.01,1.0,0.13465845175204927,0.3408935172325407,10.415270356769083,0.0,0.04316811862644203,629.9668830016079,9.985618781213791,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.05411292663644203,1.094480801,1.534534264,9.98562469,15.0,0.0,0.0,0.0,0.0
3.45,0.01,1.0,0.13382932113382234,0.3402274453726576,10.410936077355032,0.0,0.04364318021262712,623.2643499183694,9.985612802640734,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.05458798428262712,1.094480407,1.534543355,9.985618781,15.0,0.0,0.0,0.0,0.0
3.46,0.01,1.0,0.1329910662377433,0.33955403941143464,10.406554102185916,0.0,0.044123469636345725,616.6056082031682,9.98560675322229,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.05506826971634572,1.094480008,1.534552554,9.985612802,15.0,0.0,0.0,0.0,0.0
3.47,0.01,1.0,0.13214358666067155,0.33887321854809654,10.402123906451674,0.0,0.04460904442385964,609.9906246941654,9.985600632060535,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.05555384047385964,1.094479605,1.534561861,9.985606753,15.0,0.0,0.0,0.0,0.0
3.48,0.01,1.0,0.13128678089479623,0.33818490108941945,10.39764495956927,0.0,0.04509996273347749,603.4193617922599,9.985594438244805,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.056044754693477486,1.094479196,1.53457128,9.985600632,15.0,0.0,0.0,0.0,0.0
3.49,0.01,1.0,0.13042054631547853,0.3374890044420966,10.393116725118762,0.0,0.045596283364292396,596.8917767446981,9.985588170851504,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.0565410711942924,1.094478783,1.53458081,9.985594438,15.0,0.0,0.0,0.0,0.0
3.5,0.01,1.0,0.12954477916893162,0.3367854451014481,10.388538660778636,0.0,0.046098065761887894,590.4078224943319,9.985581828943886,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.05704284941188789,1.094478365,1.534590453,9.985588171,15.0,0.0,0.0,0.0,0.0
3.51,0.01,1.0,0.12865937455979645,0.336074138641802,10.38391021826181,0.0,0.046605370026362135,583.9674472029528,9.985575411571821,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.05755014945636214,1.094477943,1.53460021,9.985581829,15.0,0.0,0.0,0.0,0.0
3.52,0.01,1.0,0.12776422643861785,0.3353549997053881,10.379230843249605,0.0,0.04711825691813499,577.5705948526087,9.98556891777159,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.058063032068134984,1.094477515,1.534610084,9.985575411,15.0,0.0,0.0,0.0,0.0
3.53,0.01,1.0,0.1268592275891787,0.334627941992962,10.374499975324484,0.0,0.04763678786660001,571.2172046892038,9.985562346565642,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.058581558686600005,1.094477082,1.534620076,9.985568918,15.0,0.0,0.0,0.0,0.0
3.54,0.01,1.0,0.12594426961566182,0.333892878253884,10.369717047905352,0.0,0.048161024976541185,564.9072118116202,9.985555696962368,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.05910579140654118,1.094476643,1.534630186,9.985562346,15.0,0.0,0.0,0.0,0.0
