time,dt,Cell,O2,Ac,Glcxt,dummy,X,C3__max_ac,C3__max_glcxt,C3__max_o2,C3__X_min,C3__min_o2,C3__min_ac,C3__min_glxct,C3__X_max,C3__max_X,C2__rateOfX,C2__rateOfAc,C2__rateOfGlcxt,C2__rateOfO2,C1__Glcxt,C1__O2,C1__Ac,C1__X
0.1,0.01,1.0,0.20887725010218758,0.39983791589153705,10.798944687597059,0.0,0.0011156659021774409,1000.0,9.986129020969374,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.01206081032217744,1.094514442,1.533758074,9.986129163,15.0,0.0,0.0,0.0,0.0
0.11,0.01,1.0,0.20879625118837958,0.39982071028609745,10.798832663820757,0.0,0.001127944097236181,1000.0,9.986128877275691,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012073088427236183,1.094514433,1.533758292,9.986129021,15.0,0.0,0.0,0.0,0.0
0.12,0.01,1.0,0.20871932074670377,0.39980331532596425,10.798719407195136,0.0,0.0011403574169289,1000.0,9.986128731997596,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012085501646928898,1.094514423,1.533758513,9.986128877,15.0,0.0,0.0,0.0,0.0
0.13,0.01,1.0,0.20864614516767843,0.39978572892717923,10.798604904152407,0.0,0.0011529073483465566,1000.0,9.986128585117585,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012098051488346556,1.094514414,1.533758737,9.986128732,15.0,0.0,0.0,0.0,0.0
0.14,0.01,1.0,0.2085764332860522,0.39976794898286017,10.798489140975475,0.0,0.0011655953949229608,1000.0,9.986128436617964,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012110739434922963,1.094514404,1.533758963,9.986128585,15.0,0.0,0.0,0.0,0.0
0.15,0.01,1.0,0.20850991475668476,0.39974997336293744,10.79837210379629,0.0,0.0011784230766489672,1000.0,9.986128286480835,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012123567016648965,1.094514394,1.533759191,9.986128436,15.0,0.0,0.0,0.0,0.0
0.16,0.01,1.0,0.20844633854775316,0.3997317999138868,10.798253778594164,0.0,0.0011913919302432843,1000.0,9.986128134688105,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012136535770243286,1.094514384,1.533759422,9.986128286,15.0,0.0,0.0,0.0,0.0
0.17,0.01,1.0,0.20838547154280784,0.3997134264584828,10.798134151194116,0.0,0.0012045035093365688,1000.0,9.986127981221482,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.01214964724933657,1.094514374,1.533759656,9.986128135,15.0,0.0,0.0,0.0,0.0
0.18,0.01,1.0,0.20832709724381274,0.39969485079555006,10.798013207265184,0.0,0.001217759384657545,1000.0,9.98612782606247,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012162903024657546,1.094514364,1.533759892,9.986127981,15.0,0.0,0.0,0.0,0.0
0.19,0.01,1.0,0.2082710145678728,0.3996760706996758,10.79789093231867,0.0,0.001231161144208862,1000.0,9.986127669192363,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012176304674208863,1.094514353,1.533760131,9.986127826,15.0,0.0,0.0,0.0,0.0
0.2,0.01,1.0,0.20821703673087696,0.39965708392096727,10.797767311706435,0.0,0.0012447103934939952,1000.0,9.98612751059226,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012189853823493996,1.094514343,1.533760372,9.986127669,15.0,0.0,0.0,0.0,0.0
0.21,0.01,1.0,0.20816499021177803,0.39963788818475754,10.797642330619139,0.0,0.0012584087556605987,1000.0,9.986127350243036,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012203552075660599,1.094514332,1.533760616,9.98612751,15.0,0.0,0.0,0.0,0.0
0.22,0.01,1.0,0.20811471379168256,0.39961848119134535,10.797515974084448,0.0,0.001272257871744474,1000.0,9.98612718812536,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012217401091744474,1.094514322,1.533760863,9.98612735,15.0,0.0,0.0,0.0,0.0
0.23,0.01,1.0,0.20806605766234412,0.39959886061573224,10.797388226965264,0.0,0.0012862594008160942,1000.0,9.98612702421969,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012231402510816093,1.094514311,1.533761112,9.986127188,15.0,0.0,0.0,0.0,0.0
0.24,0.01,1.0,0.20801888259904638,0.3995790241073188,10.797259073957907,0.0,0.0013004150202169677,1000.0,9.986126858506259,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012245558020216967,1.0945143,1.533761364,9.986127024,15.0,0.0,0.0,0.0,0.0
0.25,0.01,1.0,0.20797305919321987,0.3995589692896355,10.797128499590274,0.0,0.0013147264257481323,1000.0,9.986126690965087,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.01225986931574813,1.094514289,1.533761619,9.986126858,15.0,0.0,0.0,0.0,0.0
0.26,0.01,1.0,0.20792846714047897,0.39953869376005796,10.796996488219978,0.0,0.0013291953318733053,1000.0,9.986126521575969,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012274338111873303,1.094514278,1.533761877,9.986126691,15.0,0.0,0.0,0.0,0.0
0.27,0.01,1.0,0.20788499458007426,0.399518195089519,10.796863024032513,0.0,0.0013438234719108332,1000.0,9.98612635031848,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012288966131910833,1.094514266,1.533762138,9.986126521,15.0,0.0,0.0,0.0,0.0
0.28,0.01,1.0,0.20784253748204207,0.3994974708222314,10.796728091039299,0.0,0.0013586125982813562,1000.0,9.986126177171961,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012303755148281355,1.094514255,1.533762401,9.98612635,15.0,0.0,0.0,0.0,0.0
0.29,0.01,1.0,0.2078009990786072,0.3994765184753529,10.796591673075817,0.0,0.0013735644826642786,1000.0,9.98612600211553,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.01231870691266428,1.094514243,1.533762668,9.986126177,15.0,0.0,0.0,0.0,0.0
0.3,0.01,1.0,0.20776028933663987,0.39945533553874313,10.796453753799653,0.0,0.0013886809162640627,1000.0,9.98612582512807,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012333823236264065,1.094514232,1.533762937,9.986126002,15.0,0.0,0.0,0.0,0.0
0.31,0.01,1.0,0.2077203244682005,0.39943391947462187,10.796314316688543,0.0,0.0014039637099701604,1000.0,9.98612564618823,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.01234910590997016,1.09451422,1.533763209,9.986125825,15.0,0.0,0.0,0.0,0.0
0.32,0.01,1.0,0.20768102647642034,0.39941226771726474,10.79617334503839,0.0,0.0014194146946150071,1000.0,9.98612546527442,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012364556774615008,1.094514208,1.533763485,9.986125646,15.0,0.0,0.0,0.0,0.0
0.33,0.01,1.0,0.20764232273416197,0.3993903776727377,10.796030821961269,0.0,0.0014350357211797636,1000.0,9.986125282364814,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012380177681179763,1.094514196,1.533763763,9.986125465,15.0,0.0,0.0,0.0,0.0
0.34,0.01,1.0,0.20760414559309323,0.3993682467185445,10.795886730383396,0.0,0.0014508286610160558,1000.0,9.986125097437341,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012395970501016054,1.094514184,1.533764044,9.986125282,15.0,0.0,0.0,0.0,0.0
0.35,0.01,1.0,0.20756643202097694,0.3993458722033115,10.795741053043093,0.0,0.0014667954060554897,1000.0,9.986124910469687,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.01241193711605549,1.094514171,1.533764329,9.986125097,15.0,0.0,0.0,0.0,0.0
0.36,0.01,1.0,0.20752912326513429,0.3993232514464994,10.79559377248871,0.0,0.00148293786907998,1000.0,9.986124721439285,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.01242807945907998,1.094514159,1.533764617,9.98612491,15.0,0.0,0.0,0.0,0.0
0.37,0.01,1.0,0.20749216454019312,0.3993003817380671,10.79544487107654,0.0,0.0014992579838925368,1000.0,9.986124530323323,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012444399443892537,1.094514146,1.533764908,9.986124721,15.0,0.0,0.0,0.0,0.0
0.38,0.01,1.0,0.20745550473836524,0.3992772603381476,10.795294330968705,0.0,0.0015157577056079286,1000.0,9.986124337098731,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.01246089904560793,1.094514134,1.533765202,9.98612453,15.0,0.0,0.0,0.0,0.0
0.39,0.01,1.0,0.2074190961606244,0.3992538844767194,10.795142134131014,0.0,0.0015324390108272486,1000.0,9.986124141742188,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012477580220827249,1.094514121,1.533765499,9.986124337,15.0,0.0,0.0,0.0,0.0
0.4,0.01,1.0,0.2073828942672754,0.3992302513532749,10.794988262330813,0.0,0.0015493038979195173,1000.0,9.986123944230105,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012494444977919517,1.094514108,1.533765799,9.986124142,15.0,0.0,0.0,0.0,0.0
0.41,0.01,1.0,0.2073468574465109,0.39920635813646915,10.794832697134806,0.0,0.0015663543872305873,1000.0,9.98612374453864,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012511495327230587,1.094514094,1.533766103,9.986123944,15.0,0.0,0.0,0.0,0.0
0.42,0.01,1.0,0.20731094679965537,0.3991822019637957,10.794675419906822,0.0,0.0015835925213718205,1000.0,9.98612354264368,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.01252873333137182,1.094514081,1.533766411,9.986123744,15.0,0.0,0.0,0.0,0.0
0.43,0.01,1.0,0.20727512594189149,0.3991577799412754,10.794516411805594,0.0,0.0016010203654184775,1000.0,9.986123338520844,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012546161045418478,1.094514068,1.533766721,9.986123542,15.0,0.0,0.0,0.0,0.0
0.44,0.01,1.0,0.20723936081735328,0.39913308914304657,10.794355653782505,0.0,0.0016186400071562439,1000.0,9.986123132145483,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012563780547156244,1.094514054,1.533767035,9.986123338,15.0,0.0,0.0,0.0,0.0
0.45,0.01,1.0,0.20720361952754157,0.3991081266110461,10.794193126579305,0.0,0.00163645355736318,1000.0,9.986122923492672,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012581593957363179,1.09451404,1.533767353,9.986123132,15.0,0.0,0.0,0.0,0.0
0.46,0.01,1.0,0.20716787217210023,0.39908288935467107,10.79402881072582,0.0,0.0016544631500469207,1000.0,9.986122712537211,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012599603410046921,1.094514026,1.533767674,9.986122923,15.0,0.0,0.0,0.0,0.0
0.47,0.01,1.0,0.2071320907010616,0.3990573743504045,10.793862686537588,0.0,0.0016726709427003215,1000.0,9.986122499253614,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012617811062700322,1.094514012,1.533767998,9.986122712,15.0,0.0,0.0,0.0,0.0
0.48,0.01,1.0,0.2070962487777311,0.3990315785414196,10.793694734113517,0.0,0.0016910791165599182,1000.0,9.986122283616115,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012636219096559919,1.094513998,1.533768327,9.986122499,15.0,0.0,0.0,0.0,0.0
0.49,0.01,1.0,0.2070603216514419,0.39900549883729686,10.793524933333513,0.0,0.0017096898768672315,1000.0,9.986122065598664,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012654829716867232,1.094513984,1.533768658,9.986122283,15.0,0.0,0.0,0.0,0.0
0.5,0.01,1.0,0.20702428603946668,0.3989791321135533,10.793353263856044,0.0,0.001728505453115661,1000.0,9.986121845174916,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012673645143115662,1.094513969,1.533768994,9.986122065,15.0,0.0,0.0,0.0,0.0
0.51,0.01,1.0,0.2069881200174231,0.3989524752113525,10.793179705115717,0.0,0.0017475280993515727,1000.0,9.986121622318233,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012692667639351571,1.094513954,1.533769333,9.986121845,15.0,0.0,0.0,0.0,0.0
0.52,0.01,1.0,0.20695180291755624,0.3989255249370749,10.79300423632083,0.0,0.0017667600944452646,1000.0,9.986121397001684,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012711899494445265,1.09451394,1.533769676,9.986121622,15.0,0.0,0.0,0.0,0.0
0.53,0.01,1.0,0.20691531523433582,0.398898278061952,10.792826836450844,0.0,0.0017862037423113525,1000.0,9.986121169198038,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012731342992311353,1.094513925,1.533770023,9.986121397,15.0,0.0,0.0,0.0,0.0
0.54,0.01,1.0,0.20687863853683583,0.3988707313216979,10.792647484253912,0.0,0.001805861372218944,1000.0,9.986120938879756,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012751000462218944,1.094513909,1.533770373,9.986121169,15.0,0.0,0.0,0.0,0.0
0.55,0.01,1.0,0.2068417553874004,0.39884288141608265,10.792466158244283,0.0,0.0018257353391071722,1000.0,9.986120706018998,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012770874279107173,1.094513894,1.533770727,9.986120939,15.0,0.0,0.0,0.0,0.0
0.56,0.01,1.0,0.20680464926614855,0.3988147250085355,10.792282836699771,0.0,0.0018458280237954605,1000.0,9.986120470587608,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012790966803795462,1.094513878,1.533771086,9.986120706,15.0,0.0,0.0,0.0,0.0
0.57,0.01,1.0,0.2067673045008927,0.3987862587258004,10.792097497659135,0.0,0.0018661418333413733,1000.0,9.986120232557123,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012811280463341373,1.094513863,1.533771448,9.98612047,15.0,0.0,0.0,0.0,0.0
0.58,0.01,1.0,0.20672970620207995,0.39875747915747717,10.79191011891943,0.0,0.0018866792012555364,1000.0,9.986119991898757,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012831817671255538,1.094513847,1.533771814,9.986120232,15.0,0.0,0.0,0.0,0.0
0.59,0.01,1.0,0.20669184020239348,0.39872838285563095,10.791720678033364,0.0,0.0019074425878483317,1000.0,9.986119748583405,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012852580897848331,1.094513831,1.533772184,9.986119992,15.0,0.0,0.0,0.0,0.0
0.6,0.01,1.0,0.20665369300067318,0.3986989663343599,10.791529152306646,0.0,0.0019284344805063772,1000.0,9.98611950258164,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012873572630506378,1.094513815,1.533772559,9.986119748,15.0,0.0,0.0,0.0,0.0
0.61,0.01,1.0,0.20661525170984826,0.3986692260694351,10.791335518795195,0.0,0.0019496573939710084,1000.0,9.986119253863706,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.01289479537397101,1.094513798,1.533772937,9.986119502,15.0,0.0,0.0,0.0,0.0
0.62,0.01,1.0,0.20657650400858596,0.39863915849780135,10.791139754302426,0.0,0.0019711138706975987,1000.0,9.986119002399512,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012916251690697598,1.094513782,1.53377332,9.986119254,15.0,0.0,0.0,0.0,0.0
0.63,0.01,1.0,0.20653743809639163,0.39860876001720785,10.790941835376511,0.0,0.0019928064810825655,1000.0,9.986118748158635,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012937944131082567,1.094513765,1.533773707,9.986119002,15.0,0.0,0.0,0.0,0.0
0.64,0.01,1.0,0.20649804265191035,0.3985780269857579,10.790741738307494,0.0,0.0020147378238295696,1000.0,9.986118491110311,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.01295987530382957,1.094513748,1.533774098,9.986118748,15.0,0.0,0.0,0.0,0.0
0.65,0.01,1.0,0.20645830679419364,0.3985469557214518,10.790539439124505,0.0,0.002036910526241546,1000.0,9.986118231223433,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.012982047836241547,1.094513731,1.533774494,9.986118491,15.0,0.0,0.0,0.0,0.0
0.66,0.01,1.0,0.20641822004672297,0.3985155425018067,10.790334913592874,0.0,0.0020593272445148486,1000.0,9.986117968466548,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.01300446437451485,1.094513713,1.533774893,9.986118231,15.0,0.0,0.0,0.0,0.0
0.67,0.01,1.0,0.2063777723039838,0.3984837835633085,10.790128137211227,0.0,0.0020819906641187844,1000.0,9.986117702807853,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.013027127624118784,1.094513696,1.533775298,9.986117968,15.0,0.0,0.0,0.0,0.0
0.68,0.01,1.0,0.20633695380041023,0.3984516751010629,10.789919085208522,0.0,0.0021049035000353868,1000.0,9.986117434215187,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.013050040280035386,1.094513678,1.533775707,9.986117703,15.0,0.0,0.0,0.0,0.0
0.69,0.01,1.0,0.2062957550815284,0.3984192132682992,10.789707732541158,0.0,0.002128068497146214,1000.0,9.986117162656031,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.013073205097146214,1.09451366,1.53377612,9.986117434,15.0,0.0,0.0,0.0,0.0
0.7,0.01,1.0,0.20625416697713456,0.398386394175888,10.789494053889902,0.0,0.002151488430540806,1000.0,9.986116888097504,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.013096624850540806,1.094513642,1.533776538,9.986117162,15.0,0.0,0.0,0.0,0.0
0.71,0.01,1.0,0.20621218057636506,0.3983532138919172,10.789278023656856,0.0,0.0021751661058491295,1000.0,9.98611661050636,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.01312030234584913,1.094513624,1.53377696,9.986116888,15.0,0.0,0.0,0.0,0.0
0.72,0.01,1.0,0.20616978720452087,0.39831966844117844,10.78905961596246,0.0,0.002199104359555687,1000.0,9.986116329848977,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.013144240409555688,1.094513605,1.533777387,9.98611661,15.0,0.0,0.0,0.0,0.0
0.73,0.01,1.0,0.20612697840151462,0.398285753804712,10.788838804642301,0.0,0.002223306059404812,1000.0,9.986116046091363,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.013168441929404813,1.094513587,1.533777819,9.98611633,15.0,0.0,0.0,0.0,0.0
0.74,0.01,1.0,0.20608374590182743,0.3982514659193249,10.78861556324407,0.0,0.0022477741046567166,1000.0,9.986115759199139,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.013192909784656717,1.094513568,1.533778256,9.986116046,15.0,0.0,0.0,0.0,0.0
0.75,0.01,1.0,0.20604008161586546,0.3982168006771271,10.788389865024321,0.0,0.0022725114265005433,1000.0,9.98611546913755,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.013217646916500543,1.094513549,1.533778697,9.986115759,15.0,0.0,0.0,0.0,0.0
0.76,0.01,1.0,0.2059959776126116,0.3981817539249944,10.788161682945299,0.0,0.0022975209883607825,1000.0,9.986115175871449,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.013242656278360784,1.094513529,1.533779143,9.986115469,15.0,0.0,0.0,0.0,0.0
0.77,0.01,1.0,0.2059514261034779,0.3981463214640697,10.787930989671692,0.0,0.002322805786320701,1000.0,9.986114879365294,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.013267940886320703,1.09451351,1.533779595,9.986115176,15.0,0.0,0.0,0.0,0.0
0.78,0.01,1.0,0.20590641942727514,0.39811049904932916,10.787697757567383,0.0,0.0023483688493898514,1000.0,9.986114579583148,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.013293503749389852,1.09451349,1.533780051,9.986114879,15.0,0.0,0.0,0.0,0.0
0.79,0.01,1.0,0.2058609500362174,0.39807428238900466,10.787461958692093,0.0,0.002374213239935607,1000.0,9.986114276488674,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.013319347939935607,1.09451347,1.533780512,9.986114579,15.0,0.0,0.0,0.0,0.0
0.8,0.01,1.0,0.20581501048288237,0.3980376671440924,10.787223564798062,0.0,0.0024003420540272963,1000.0,9.986113970045128,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.013345476554027296,1.09451345,1.533780978,9.986114276,15.0,0.0,0.0,0.0,0.0
0.81,0.01,1.0,0.20576859340806364,0.39800064892780895,10.786982547326653,0.0,0.002426758421782831,1000.0,9.986113660215352,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.01337189271178283,1.094513429,1.53378145,9.98611397,15.0,0.0,0.0,0.0,0.0
0.82,0.01,1.0,0.20572169152944347,0.3979632233051134,10.786738877404968,0.0,0.0024534655078159518,1000.0,9.986113346961778,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.01339859959781595,1.094513409,1.533781927,9.98611366,15.0,0.0,0.0,0.0,0.0
0.83,0.01,1.0,0.20567429763103126,0.3979253857921768,10.786492525842332,0.0,0.0024804665115187854,1000.0,9.98611303024641,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.013425600391518785,1.094513388,1.533782408,9.986113347,15.0,0.0,0.0,0.0,0.0
0.84,0.01,1.0,0.20562640455331183,0.3978871318557464,10.786243463126851,0.0,0.0025077646675176544,1000.0,9.986112710030834,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.013452898337517656,1.094513367,1.533782896,9.98611303,15.0,0.0,0.0,0.0,0.0
0.85,0.01,1.0,0.2055780051840482,0.3978484569127508,10.785991659421825,0.0,0.002535363246011213,1000.0,9.986112386276202,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.013480496696011212,1.094513345,1.533783388,9.98611271,15.0,0.0,0.0,0.0,0.0
0.86,0.01,1.0,0.20552909244969064,0.3978093563296005,10.78573708456222,0.0,0.002563265553237709,1000.0,9.986112058943236,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.01350839879323771,1.094513324,1.533783887,9.986112386,15.0,0.0,0.0,0.0,0.0
0.87,0.01,1.0,0.2054796593073515,0.3977698254217846,10.78547970805101,0.0,0.002591474931770186,1000.0,9.986111727992213,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.013536607951770186,1.094513302,1.53378439,9.986112059,15.0,0.0,0.0,0.0,0.0
0.88,0.01,1.0,0.20542969873730405,0.39772985945318207,10.785219499055575,0.0,0.0026199947609926904,1000.0,9.986111393382965,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.01356512756099269,1.09451328,1.533784899,9.986111728,15.0,0.0,0.0,0.0,0.0
0.89,0.01,1.0,0.20537920373596352,0.3976894536355453,10.784956426403976,0.0,0.0026488284574535397,1000.0,9.986111055074883,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.01359396102745354,1.094513257,1.533785414,9.986111393,15.0,0.0,0.0,0.0,0.0
0.9,0.01,1.0,0.20532816730931436,0.39764860312792594,10.784690458581197,0.0,0.0026779794753534966,1000.0,9.98611071302689,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.013623111825353496,1.094513235,1.533785935,9.986111055,15.0,0.0,0.0,0.0,0.0
0.91,0.01,1.0,0.20527658246675495,0.39760730303612163,10.784421563725425,0.0,0.0027074513068541797,1000.0,9.986110367197456,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.01365258342685418,1.094513212,1.533786461,9.986110713,15.0,0.0,0.0,0.0,0.0
0.92,0.01,1.0,0.20522444221532882,0.39756554841203673,10.784149709624206,0.0,0.0027372474825755823,1000.0,9.986110017544592,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.013682379372575581,1.094513189,1.533786993,9.986110367,15.0,0.0,0.0,0.0,0.0
0.93,0.01,1.0,0.20517173955430804,0.3975233342531155,10.783874863710581,0.0,0.002767371571992826,1000.0,9.986109664025825,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.013712503231992827,1.094513166,1.533787531,9.986110017,15.0,0.0,0.0,0.0,0.0
0.94,0.01,1.0,0.20511846747011053,0.3974806555017428,10.783596993059168,0.0,0.0027978271838357883,1000.0,9.986109306598216,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.013742958603835788,1.094513142,1.533788075,9.986109664,15.0,0.0,0.0,0.0,0.0
0.95,0.01,1.0,0.20506461893152048,0.39743750704463815,10.78331606438229,0.0,0.0028286179665764485,1000.0,9.98610894521834,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.01377374914657645,1.094513118,1.533788625,9.986109306,15.0,0.0,0.0,0.0,0.0
0.96,0.01,1.0,0.20501018688518924,0.3973938837122429,10.783032044025882,0.0,0.0028597476088388835,1000.0,9.986108579842288,15.0,-1000.0,0.0,-1000.0,0.0,1000.0,0.013804878548838884,1.094513094,1.533789181,9.986108945,15.0,0.0,0.0,0.0,0.0
