"Time","A (1)","C (1)","D (1)"
0.0,10.0,0.0,0.0
0.1,9.9,0.09950166250831999,4.983374916799945E-4
0.2,9.8019801327,0.19604300197608,0.001976865323920003
0.3,9.705901188800002,0.28969248801504427,0.004406323184955678
0.4,9.611724735400003,0.3805171364220527,0.007758128177947254
0.5,9.519413100800003,0.46858253876897,0.01200436043102994
0.6,9.428929359000003,0.5539528919967189,0.017117749003281002
0.7,9.340237315300003,0.6366910266203293,0.02307165807967061
0.8,9.253301491800002,0.7168584347528439,0.02984007344715599
0.9,9.168087112900002,0.7945152978503819,0.03739758924961803
1.0,9.084560091800002,0.8697205131861174,0.04571939501388256
1.1,9.002687016500003,0.9425317205583462,0.05478126294165389
1.2,8.922435136700004,1.013005327837287,0.0645595354627128
1.3,8.843772350600004,1.0811965363571918,0.07503111304280807
1.4,8.766667192100003,1.1471593656577896,0.08617344224221002
1.5,8.691088818000003,1.2109466779795537,0.09796450402044593
1.6,8.617006996000002,1.2726102017192193,0.11038280228078037
1.7,8.544392092300003,1.3322005550499243,0.12340735265007538
1.8,8.473215060100003,1.3897672684108098,0.1370176714891901
1.9,8.403447427500003,1.4453588073698544,0.15119376513014524
2.0,8.335061286600004,1.4990225940652027,0.165916119334797
2.1,8.268029282000004,1.5508050290301543,0.1811656889698453
2.2,8.202324600000003,1.600751512104483,0.19692388789551646
2.3,8.137920957900002,1.6489064630381813,0.21317257906181813
2.4,8.074792593400002,1.6953133417906923,0.22989406480930702
2.5,8.0129142542,1.7400146684291593,0.2470710773708403
2.6,7.9522611883000005,1.7830520421321703,0.26468676956782966
2.7,7.892809133500001,1.8244661608004273,0.2827247056995726
2.8,7.834534308300001,1.8642968390792634,0.30116885262073634
2.9,7.7774134019000005,1.9025830270973458,0.3200035710026541
3.0,7.7214235653,1.9393628279244082,0.33921360677559187
3.1,7.6665424017,1.9746735155517876,0.35878408274821233
3.2,7.612747958,2.0085515515995347,0.37870049040046516
3.3,7.5600187156,2.041032602553795,0.39894868184620497
3.4,7.508333582200001,2.0721515558376593,0.4195148619623404
3.5,7.457671883000001,2.1019425363191186,0.4403855806808809
3.6,7.408013352600001,2.1304389219582474,0.46154772544175204
3.7,7.359338127000001,2.157673359199195,0.48298851380080443
3.8,7.311626735500001,2.183677778308525,0.5046954861914742
3.9,7.264860092800001,2.208483408361934,0.5266564988380656
4.0,7.219019491700001,2.2321207914848356,0.5488597168151637
4.1,7.174086595300001,2.254619797448764,0.5712936072512352
4.2,7.130043429900001,2.2760096374260206,0.5939469326739785
4.3,7.086872377600001,2.2963188779059722,0.6168087444940268
4.4,7.044556169400001,2.315575453975366,0.6398683766246331
4.5,7.003077878300001,2.333806682466506,0.6631154392334931
4.6,6.962420912300001,2.351039275074104,0.686539812625895
4.7,6.922569008200001,2.367299350545603,0.7101316412543967
4.8,6.883506224700001,2.382612447446713,0.7338813278532862
4.9,6.845216936100001,2.397003536202925,0.757779527697074
5.0,6.807685826200001,2.4104970308221985,0.7818171429778005
5.1,6.770897882100001,2.423116800600512,0.8059853172994866
5.2,6.734838388100001,2.4348861816114407,0.8302754302885581
5.3,6.699492919900002,2.4458279877829026,0.8546790923170957
5.4,6.664847338900001,2.4559645217641917,0.879188139335807
5.5,6.6308877864000015,2.4653175857843785,0.9037946278156198
5.6,6.597600678000002,2.473908492203671,0.9284908297963275
5.7,6.564972698600002,2.4817580733627715,0.9532692280372271
5.8,6.532990796400002,2.488886692329252,0.9781225112707461
5.9,6.501642178300002,2.495314252143977,1.0030435695560216
6.0,6.470914304500003,2.5010602057715325,1.0280254897284662
6.1,6.440794883300002,2.506143565752649,1.0530615509473495
6.2,6.411271866600003,2.510582913064066,1.0781452203359325
6.3,6.382333444800002,2.5143964064872506,1.1032701487127479
6.4,6.353968042200003,2.517601791386386,1.1284301664136125
6.5,6.326164312200003,2.520216408598024,1.1536192792019748
6.6,6.2989111329000025,2.5222572028342722,1.1788316642657266
6.7,6.272197602700002,2.523740731002375,1.2040616662976242
6.8,6.246013035900003,2.524683170441507,1.2293037936584925
6.9,6.220346958200002,2.5251003271771135,1.2545527146228859
7.0,6.195189102900002,2.5250076433966084,1.2798032537033908
7.1,6.170529406500003,2.524420205447695,1.3050503880523041
7.2,6.146358004800002,2.5233527512595955,1.3302892439404037
7.3,6.1226652289000025,2.5218196777899387,1.3555150933100604
7.4,6.099441601400002,2.5198350481985488,1.3807233504014504
7.5,6.076677832600002,2.51741259894985,1.4059095684501488
7.6,6.054364816600002,2.514565746944107,1.4310694364558914
7.7,6.032493627900002,2.5113075960801976,1.456198776019801
7.8,6.011055517800002,2.507650943952086,1.4812935382479122
7.9,5.990041910700001,2.5036082885781736,1.506349800721825
8.0,5.969444400900001,2.499191834566174,1.5313637645338247
8.1,5.949254749100002,2.4944134995151597,1.556331751384839
8.2,5.929464879200003,2.4892849200553977,1.5812502007446005
8.3,5.910066875000003,2.483817457927591,1.6061156670724073
8.4,5.891052977000003,2.478022205902129,1.6309248170978692
8.5,5.872415579400003,2.4719099934404354,1.655674427159563
8.6,5.854147227000003,2.4654913923994886,1.6803613806005098
8.7,5.836240612200004,2.458776722580079,1.704982665219919
8.8,5.818688572100003,2.4517760571203584,1.72953537077964
8.9,5.801484085700003,2.444499227736219,1.754016686563779
9.0,5.784620271000003,2.436955830009036,1.7784238989909622
9.1,5.768090382200003,2.4291552285212883,1.80275438927871
9.2,5.751887807100003,2.4211065617420826,1.8270056311579155
9.3,5.736006064500003,2.412818746864061,1.8511751886359376
9.4,5.720438801500004,2.404300484691682,1.8752607138083164
9.5,5.705179791000004,2.395560264281863,1.8992599447181353
9.6,5.690222929100004,2.386606367637945,1.923170703262053
9.7,5.675562232900004,2.3774468739589474,1.9469908931410507
9.8,5.661191838000005,2.3680896641450455,1.9707184978549526
9.9,5.647105995900005,2.3585424253577223,1.9943515787422756
10.0,5.633299072200004,2.3488126547385275,2.0178882730614704
10.1,5.619765543900004,2.338907663986355,2.0413267921136424
10.2,5.606499997400004,2.32883458319266,2.0646654194073375
10.3,5.5934971263000035,2.3186003648375197,2.087902508862478
10.4,5.580751729300004,2.3082117876464325,2.1110364830535655
10.5,5.568258708100004,2.2976754604087377,2.1340658314912604
10.6,5.556013065300005,2.286997825758044,2.1569891089419535
10.7,5.5440099025000045,2.27618516371604,2.179804933783957
10.8,5.532244418200004,2.265243595400044,2.202511986399954
10.9,5.520711906100004,2.254179086295654,2.2251090076043436
11.0,5.509407753100004,2.242997449795348,2.2475947971046497
11.1,5.498327437300004,2.231704350701864,2.2699682119981337
11.2,5.487466526400004,2.2203053082987227,2.292228165301275
11.3,5.476820676000004,2.2088056994896945,2.3143736245103037
11.4,5.466385627500004,2.1972107623050365,2.336403610194962
11.5,5.456157206900004,2.1855255984773274,2.358317194622671
11.6,5.446131322500005,2.173755177086191,2.3801135004138074
11.7,5.436303964000004,2.161904336773729,2.401791699226269
11.8,5.426671200200004,2.1499777893309355,2.423351010469063
11.9,5.417229177900004,2.1379801220544024,2.444790700045596
12.0,5.407974120200004,2.1259158006765912,2.466110079123407
12.1,5.398902324900003,2.1137891721674404,2.487308502932558
12.2,5.390010163200003,2.101604467209594,2.508385369590404
12.3,5.3812940781000025,2.0893658029475075,2.529340118952491
12.4,5.372750583000002,2.077077185510194,2.550172231489805
