	time	[adp]	[atp]	[dummy_S]	[fba__adp]	[fba__atp]	[fba__fru16bp]	[fba__glc]	[fba__pg2]	[fba__pyr]	[glc]	[pyr]	EX_adp	EX_atp	EX_glc	EX_pyr	fba__R1	fba__R2	fba__R3	update__update_adp	update__update_atp	update__update_glc	update__update_pyr	bounds__fbalb_EX_adp	bounds__fbalb_EX_atp	bounds__fbalb_EX_glc	bounds__fbalb_EX_pyr	dt	fba__ub_R3	fba__ub_default	fba__zero	lb_EX_adp	lb_EX_atp	lb_EX_glc	lb_EX_pyr	pEX_adp	pEX_atp	pEX_glc	pEX_pyr	ub_EX_adp	ub_EX_atp	ub_EX_glc	ub_EX_pyr
12300.0	12300.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.485331798839923e-16	10.000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	7.485331798839923e-15	-100.00000000000003	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
12400.0	12400.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.485331798839923e-16	10.000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	7.485331798839923e-15	-100.00000000000003	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
12500.0	12500.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.485331798839923e-16	10.000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	7.485331798839923e-15	-100.00000000000003	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
12600.0	12600.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.485331798839923e-16	10.000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	7.485331798839923e-15	-100.00000000000003	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
12700.0	12700.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.485331798839923e-16	10.000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	7.485331798839923e-15	-100.00000000000003	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
12800.0	12800.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.485331798839923e-16	10.000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	7.485331798839923e-15	-100.00000000000003	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
12900.0	12900.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.485331798839923e-16	10.000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	7.485331798839923e-15	-100.00000000000003	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
13000.0	13000.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.485331798839923e-16	10.000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	7.485331798839923e-15	-100.00000000000003	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
13100.0	13100.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.485331798839923e-16	10.000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	7.485331798839923e-15	-100.00000000000003	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
13200.0	13200.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.485331798839923e-16	10.000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	7.485331798839923e-15	-100.00000000000003	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
13300.0	13300.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.485331798839923e-16	10.000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	7.485331798839923e-15	-100.00000000000003	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
13400.0	13400.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.485331798839923e-16	10.000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	7.485331798839923e-15	-100.00000000000003	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
13500.0	13500.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.485331798839923e-16	10.000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	7.485331798839923e-15	-100.00000000000003	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
13600.0	13600.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.485331798839923e-16	10.000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	7.485331798839923e-15	-100.00000000000003	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
13700.0	13700.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.485331798839923e-16	10.000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	7.485331798839923e-15	-100.00000000000003	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
13800.0	13800.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.485331798839923e-16	10.000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	7.485331798839923e-15	-100.00000000000003	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
13900.0	13900.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.485331798839923e-16	10.000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	7.485331798839923e-15	-100.00000000000003	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
14000.0	14000.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.485331798839923e-16	10.000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	7.485331798839923e-15	-100.00000000000003	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
