	time	[adp]	[atp]	[dummy_S]	[fba__adp]	[fba__atp]	[fba__fru16bp]	[fba__glc]	[fba__pg2]	[fba__pyr]	[glc]	[pyr]	EX_adp	EX_atp	EX_glc	EX_pyr	RATP	fba__R1	fba__R2	fba__R3	update__update_adp	update__update_atp	update__update_glc	update__update_pyr	Vmax_RATP	atp_tot	bounds__lb_EX_adp_fba	bounds__lb_EX_atp_fba	bounds__lb_EX_glc_fba	bounds__lb_EX_pyr_fba	bounds__ub_EX_adp_fba	bounds__ub_EX_atp_fba	bounds__ub_EX_glc_fba	bounds__ub_EX_pyr_fba	c3_tot	dt	fba__ub_R3	fba__ub_default	fba__zero	k_RATP	lb_EX_adp	lb_EX_atp	lb_EX_glc	lb_EX_pyr	pEX_adp	pEX_atp	pEX_glc	pEX_pyr	ub_EX_adp	ub_EX_atp	ub_EX_glc	ub_EX_pyr
4.5	4.5	0.7956562756411845	2.2043437243588033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.750000000000006	4.5	-1.0	1.0	-0.5	1.0	0.9566036963396919	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999876	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000012	0.1	1.0	1000.0	0.0	0.1	-7.956562756411844	-22.04343724358803	-27.50000000000006	-45.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
4.6000000000000005	4.6000000000000005	0.7913207238787543	2.2086792761212344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7000000000000064	4.6	-1.0	1.0	-0.5	1.0	0.9566851918175451	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999885	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000012	0.1	1.0	1000.0	0.0	0.1	-7.9132072387875425	-22.086792761212344	-27.000000000000064	-45.99999999999999	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
4.7	4.7	0.7869932987577454	2.213006701242243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6500000000000066	4.699999999999999	-1.0	1.0	-0.5	1.0	0.956766229883254	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999885	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000012	0.1	1.0	1000.0	0.0	0.1	-7.869932987577453	-22.13006701242243	-26.500000000000064	-46.99999999999999	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
4.800000000000001	4.800000000000001	0.7826739547505549	2.2173260452494334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6000000000000068	4.799999999999999	-1.0	1.0	-0.5	1.0	0.956846814799755	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999885	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000012	0.1	1.0	1000.0	0.0	0.1	-7.826739547505548	-22.173260452494333	-26.000000000000068	-47.999999999999986	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
4.9	4.9	0.7783626467530986	2.2216373532468894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.550000000000007	4.899999999999999	-1.0	1.0	-0.5	1.0	0.9569269507745701	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999988	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000012	0.1	1.0	1000.0	0.0	0.1	-7.783626467530986	-22.216373532468893	-25.500000000000068	-48.999999999999986	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
5.0	5.0	0.7740593300793095	2.22594066992068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.500000000000007	4.999999999999998	-1.0	1.0	-0.5	1.0	0.9570066419607297	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999893	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000012	0.1	1.0	1000.0	0.0	0.1	-7.740593300793095	-22.259406699206796	-25.00000000000007	-49.99999999999998	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
5.1000000000000005	5.1000000000000005	0.7697639604557365	2.230236039544252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4500000000000073	5.099999999999998	-1.0	1.0	-0.5	1.0	0.9570858924576765	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999885	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000012	0.1	1.0	1000.0	0.0	0.1	-7.697639604557365	-22.30236039544252	-24.50000000000007	-50.99999999999998	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
5.2	5.2	0.7654764940162274	2.234523505983759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4000000000000075	5.1999999999999975	-1.0	1.0	-0.5	1.0	0.9571647063121514	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999867	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000012	0.1	1.0	1000.0	0.0	0.1	-7.6547649401622735	-22.34523505983759	-24.000000000000075	-51.99999999999997	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
5.300000000000001	5.300000000000001	0.7611968872967081	2.238803112703277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3500000000000076	5.299999999999997	-1.0	1.0	-0.5	1.0	0.9572430875190617	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999985	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000012	0.1	1.0	1000.0	0.0	0.1	-7.611968872967081	-22.388031127032768	-23.500000000000075	-52.99999999999997	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
5.4	5.4	0.7569250972300399	2.2430749027699446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.300000000000008	5.399999999999997	-1.0	1.0	-0.5	1.0	0.9573210400223306	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999845	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000012	0.1	1.0	1000.0	0.0	0.1	-7.569250972300399	-22.430749027699445	-23.000000000000078	-53.999999999999964	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
5.5	5.5	0.7526610811409625	2.2473389188590214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.250000000000008	5.4999999999999964	-1.0	1.0	-0.5	1.0	0.9573985677157317	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999984	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000012	0.1	1.0	1000.0	0.0	0.1	-7.526610811409625	-22.47338918859021	-22.500000000000078	-54.999999999999964	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
5.6000000000000005	5.6000000000000005	0.7484047967411196	2.2515952032588635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.200000000000008	5.599999999999996	-1.0	1.0	-0.5	1.0	0.9574756744437056	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999983	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000012	0.1	1.0	1000.0	0.0	0.1	-7.484047967411196	-22.515952032588633	-22.00000000000008	-55.99999999999996	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
5.7	5.7	0.7441562021241652	2.255843797875816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1500000000000083	5.699999999999996	-1.0	1.0	-0.5	1.0	0.9575523640021606	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999813	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000012	0.1	1.0	1000.0	0.0	0.1	-7.441562021241652	-22.55843797875816	-21.50000000000008	-56.99999999999996	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
5.800000000000001	5.800000000000001	0.7399152557609501	2.2600847442390286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1000000000000085	5.799999999999995	-1.0	1.0	-0.5	1.0	0.9576286401392576	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999787	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000012	0.1	1.0	1000.0	0.0	0.1	-7.399152557609501	-22.600847442390286	-21.000000000000085	-57.99999999999995	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
5.9	5.9	0.7356819164947865	2.2643180835051933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0500000000000087	5.899999999999995	-1.0	1.0	-0.5	1.0	0.9577045065561796	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999796	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000012	0.1	1.0	1000.0	0.0	0.1	-7.356819164947865	-22.643180835051933	-20.500000000000085	-58.99999999999995	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
6.0	6.0	0.7314561435367861	2.2685438564631943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.000000000000009	5.999999999999995	-1.0	1.0	-0.5	1.0	0.9577799669078857	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999805	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000012	0.1	1.0	1000.0	0.0	0.1	-7.314561435367861	-22.68543856463194	-20.00000000000009	-59.99999999999994	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
6.1000000000000005	6.1000000000000005	0.7272378964612771	2.2727621035387027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.950000000000009	6.099999999999994	-1.0	1.0	-0.5	1.0	0.9578550248038513	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999796	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000012	0.1	1.0	1000.0	0.0	0.1	-7.272378964612771	-22.727621035387024	-19.50000000000009	-60.99999999999994	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
6.2	6.2	0.7230271352013137	2.276972864798667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9000000000000072	6.199999999999994	-1.0	1.0	-0.5	1.0	0.9579296838087926	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999981	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000009	0.1	1.0	1000.0	0.0	0.1	-7.230271352013136	-22.76972864798667	-19.00000000000007	-61.999999999999936	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
6.300000000000001	6.300000000000001	0.7188238200441691	2.2811761799558115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8500000000000107	6.299999999999994	-1.0	1.0	-0.5	1.0	0.9580039474433782	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999805	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000014	0.1	1.0	1000.0	0.0	0.1	-7.188238200441691	-22.811761799558113	-18.500000000000107	-62.999999999999936	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
6.4	6.4	0.7146279116270328	2.2853720883729487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8000000000000143	6.399999999999993	-1.0	1.0	-0.5	1.0	0.9580778191849265	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999813	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000021	0.1	1.0	1000.0	0.0	0.1	-7.146279116270327	-22.853720883729487	-18.000000000000142	-63.99999999999993	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
6.5	6.5	0.7104393709326858	2.2895606290672963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.750000000000013	6.499999999999993	-1.0	1.0	-0.5	1.0	0.9581513024680891	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999822	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.00000000000002	0.1	1.0	1000.0	0.0	0.1	-7.104393709326858	-22.895606290672962	-17.50000000000013	-64.99999999999993	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
6.6000000000000005	6.6000000000000005	0.70625815928527	2.2937418407147105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7000000000000124	6.5999999999999925	-1.0	1.0	-0.5	1.0	0.9582244006855215	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999805	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000018	0.1	1.0	1000.0	0.0	0.1	-7.0625815928527	-22.937418407147103	-17.000000000000124	-65.99999999999991	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
6.7	6.7	0.7020842383461198	2.29791576165386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6500000000000117	6.699999999999992	-1.0	1.0	-0.5	1.0	0.9582971171885415	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.99999999999998	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000016	0.1	1.0	1000.0	0.0	0.1	-7.020842383461197	-22.9791576165386	-16.500000000000117	-66.99999999999991	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
6.800000000000001	6.800000000000001	0.6979175701096625	2.3020824298903184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.600000000000013	6.799999999999992	-1.0	1.0	-0.5	1.0	0.9583694552877745	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999981	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000018	0.1	1.0	1000.0	0.0	0.1	-6.979175701096625	-23.020824298903182	-16.000000000000128	-67.99999999999991	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
6.9	6.9	0.6937581168993784	2.306241883100603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5500000000000125	6.8999999999999915	-1.0	1.0	-0.5	1.0	0.9584414182537861	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999813	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000016	0.1	1.0	1000.0	0.0	0.1	-6.937581168993783	-23.062418831006028	-15.500000000000124	-68.99999999999991	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
7.0	7.0	0.6896058413638281	2.3103941586361527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5000000000000138	6.999999999999991	-1.0	1.0	-0.5	1.0	0.9585130093177034	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999981	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000018	0.1	1.0	1000.0	0.0	0.1	-6.89605841363828	-23.103941586361525	-15.000000000000137	-69.9999999999999	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
7.1000000000000005	7.1000000000000005	0.6854607064727373	2.314539293527241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.450000000000014	7.099999999999991	-1.0	1.0	-0.5	1.0	0.9585842316718248	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999782	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000018	0.1	1.0	1000.0	0.0	0.1	-6.8546070647273725	-23.145392935272408	-14.500000000000139	-70.9999999999999	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
7.2	7.2	0.6813226755131022	2.3186773244868757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4000000000000163	7.19999999999999	-1.0	1.0	-0.5	1.0	0.9586550884702179	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999978	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000023	0.1	1.0	1000.0	0.0	0.1	-6.813226755131022	-23.186773244868757	-14.000000000000163	-71.9999999999999	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
7.300000000000001	7.300000000000001	0.6771917120855256	2.3228082879144507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3500000000000145	7.29999999999999	-1.0	1.0	-0.5	1.0	0.9587255828293043	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999765	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.00000000000002	0.1	1.0	1000.0	0.0	0.1	-6.771917120855256	-23.228082879144505	-13.500000000000144	-72.9999999999999	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
7.4	7.4	0.6730677801003525	2.3269322198996236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.300000000000016	7.39999999999999	-1.0	1.0	-0.5	1.0	0.9587957178284378	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999976	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000021	0.1	1.0	1000.0	0.0	0.1	-6.730677801003525	-23.269322198996235	-13.00000000000016	-73.99999999999989	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
7.5	7.5	0.6689508437740751	2.3310491562258995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2500000000000182	7.499999999999989	-1.0	1.0	-0.5	1.0	0.9588654965104672	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999747	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000025	0.1	1.0	1000.0	0.0	0.1	-6.68950843774075	-23.310491562258992	-12.500000000000181	-74.99999999999989	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
7.6000000000000005	7.6000000000000005	0.6648408676255798	2.335159132374395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2000000000000168	7.599999999999989	-1.0	1.0	-0.5	1.0	0.9589349218822938	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999747	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000023	0.1	1.0	1000.0	0.0	0.1	-6.648408676255798	-23.35159132374395	-12.000000000000167	-75.99999999999989	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
7.7	7.7	0.6607378164726548	2.3392621835273197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1500000000000137	7.699999999999989	-1.0	1.0	-0.5	1.0	0.9590039969154139	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999747	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000016	0.1	1.0	1000.0	0.0	0.1	-6.607378164726548	-23.392621835273196	-11.500000000000137	-76.99999999999989	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
7.800000000000001	7.800000000000001	0.656641655428611	2.343358344571366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1000000000000163	7.799999999999988	-1.0	1.0	-0.5	1.0	0.9590727245464509	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999977	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000021	0.1	1.0	1000.0	0.0	0.1	-6.56641655428611	-23.43358344571366	-11.000000000000162	-77.99999999999987	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
7.9	7.9	0.6525523498986663	2.3474476501013113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.050000000000014	7.899999999999988	-1.0	1.0	-0.5	1.0	0.9591411076776818	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999978	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000016	0.1	1.0	1000.0	0.0	0.1	-6.525523498986662	-23.47447650101311	-10.50000000000014	-78.99999999999987	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
8.0	8.0	0.6484698655765129	2.351530134423465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000000000000014	7.999999999999988	-1.0	1.0	-0.5	1.0	0.9592091491775534	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999978	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000016	0.1	1.0	1000.0	0.0	0.1	-6.484698655765128	-23.51530134423465	-10.000000000000139	-79.99999999999987	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
8.1	8.1	0.644394168441046	2.3556058315589326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9500000000000164	8.099999999999987	-1.0	1.0	-0.5	1.0	0.959276851881185	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999787	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.00000000000002	0.1	1.0	1000.0	0.0	0.1	-6.44394168441046	-23.556058315589326	-9.500000000000163	-80.99999999999987	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
8.200000000000001	8.200000000000001	0.6403252247530282	2.3596747752469494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9000000000000133	8.199999999999987	-1.0	1.0	-0.5	1.0	0.9593442185908663	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999978	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000014	0.1	1.0	1000.0	0.0	0.1	-6.403252247530282	-23.596747752469494	-9.000000000000133	-81.99999999999986	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
8.3	8.3	0.6362630010518286	2.3637369989481485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8500000000000112	8.299999999999986	-1.0	1.0	-0.5	1.0	0.9594112520765433	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999977	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000009	0.1	1.0	1000.0	0.0	0.1	-6.362630010518286	-23.637369989481485	-8.500000000000112	-82.99999999999986	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
8.4	8.4	0.632207464152215	2.3677925358477627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8000000000000109	8.399999999999986	-1.0	1.0	-0.5	1.0	0.9594779550762977	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999978	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000007	0.1	1.0	1000.0	0.0	0.1	-6.322074641522149	-23.677925358477626	-8.000000000000108	-83.99999999999986	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
8.5	8.5	0.6281585811411896	2.37184141885879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7500000000000142	8.499999999999986	-1.0	1.0	-0.5	1.0	0.9595443302968163	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999796	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000014	0.1	1.0	1000.0	0.0	0.1	-6.281585811411896	-23.7184141885879	-7.500000000000142	-84.99999999999986	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
8.6	8.6	0.6241163193748716	2.3758836806251087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.700000000000016	8.599999999999985	-1.0	1.0	-0.5	1.0	0.959610380413852	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999805	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000018	0.1	1.0	1000.0	0.0	0.1	-6.241163193748715	-23.758836806251086	-7.00000000000016	-85.99999999999984	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
8.700000000000001	8.700000000000001	0.6200806464754282	2.3799193535245533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6500000000000183	8.699999999999985	-1.0	1.0	-0.5	1.0	0.9596761080726773	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999813	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000021	0.1	1.0	1000.0	0.0	0.1	-6.200806464754281	-23.799193535245532	-6.500000000000183	-86.99999999999984	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
8.8	8.8	0.6160515303280486	2.383948469671934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6000000000000212	8.799999999999985	-1.0	1.0	-0.5	1.0	0.9597415158885291	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999827	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000027	0.1	1.0	1000.0	0.0	0.1	-6.160515303280485	-23.83948469671934	-6.000000000000211	-87.99999999999984	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
8.9	8.9	0.6120289390779624	2.387971060922023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5500000000000212	8.899999999999984	-1.0	1.0	-0.5	1.0	0.9598066064470457	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999853	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000027	0.1	1.0	1000.0	0.0	0.1	-6.120289390779623	-23.879710609220226	-5.500000000000212	-88.99999999999984	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
9.0	9.0	0.6080128411275099	2.391987158872477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5000000000000236	8.999999999999984	-1.0	1.0	-0.5	1.0	0.9598713823046962	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999867	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000032	0.1	1.0	1000.0	0.0	0.1	-6.080128411275099	-23.919871588724767	-5.000000000000236	-89.99999999999983	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
